# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-93.000	2.2312	0.68700	7.9957	8.9722	49.939	2838.8	0.00035226	0.67042	0.68074	3.9140	20.876	45.284	599.99	-0.056250	399.28	0.065080	20.678	0.048360	11.333	12.750	70.909	14.026	24.558	133.40	4.9737	14.792	0.0035384
-92.500	2.2848	0.70234	8.1681	9.1681	50.895	2835.3	0.00035269	0.69294	0.70352	4.0389	20.848	45.318	598.54	-0.055996	396.64	0.064890	21.137	0.047311	11.336	12.756	70.754	14.048	24.620	133.51	4.9413	14.832	0.0035504
-92.000	2.3394	0.71793	8.3427	9.3665	51.860	2831.8	0.00035313	0.71548	0.72633	4.1636	20.820	45.353	597.09	-0.055738	394.02	0.064699	21.602	0.046291	11.339	12.761	70.600	14.071	24.683	133.63	4.9092	14.871	0.0035624
-91.500	2.3950	0.73378	8.5194	9.5676	52.834	2828.3	0.00035357	0.73804	0.74915	4.2880	20.792	45.388	595.64	-0.055477	391.43	0.064508	22.076	0.045298	11.342	12.767	70.447	14.093	24.747	133.74	4.8775	14.911	0.0035744
-91.000	2.4516	0.74990	8.6983	9.7712	53.817	2824.8	0.00035401	0.76060	0.77200	4.4122	20.764	45.423	594.18	-0.055213	388.85	0.064317	22.557	0.044332	11.346	12.772	70.295	14.116	24.811	133.85	4.8461	14.951	0.0035865
-90.500	2.5091	0.76629	8.8793	9.9774	54.810	2821.2	0.00035446	0.78319	0.79486	4.5360	20.737	45.460	592.72	-0.054946	386.30	0.064127	23.046	0.043392	11.349	12.778	70.143	14.138	24.877	133.96	4.8150	14.991	0.0035986
-90.000	2.5677	0.78294	9.0625	10.186	55.811	2817.7	0.00035490	0.80578	0.81775	4.6597	20.709	45.497	591.26	-0.054675	383.77	0.063936	23.543	0.042476	11.352	12.783	69.992	14.161	24.943	134.07	4.7842	15.031	0.0036108
-89.500	2.6272	0.79987	9.2479	10.398	56.822	2814.1	0.00035535	0.82840	0.84065	4.7831	20.682	45.535	589.80	-0.054400	381.25	0.063745	24.047	0.041584	11.354	12.789	69.843	14.184	25.010	134.18	4.7537	15.071	0.0036231
-89.000	2.6879	0.81708	9.4355	10.612	57.842	2810.6	0.00035580	0.85102	0.86358	4.9062	20.655	45.573	588.34	-0.054122	378.76	0.063554	24.560	0.040716	11.357	12.794	69.693	14.208	25.077	134.29	4.7235	15.111	0.0036353
-88.500	2.7495	0.83456	9.6253	10.829	58.872	2807.0	0.00035625	0.87367	0.88653	5.0291	20.628	45.612	586.88	-0.053841	376.29	0.063363	25.081	0.039870	11.360	12.799	69.545	14.231	25.146	134.39	4.6937	15.152	0.0036477
-88.000	2.8122	0.85233	9.8174	11.048	59.911	2803.4	0.00035671	0.89633	0.90950	5.1517	20.601	45.652	585.41	-0.053556	373.84	0.063172	25.611	0.039046	11.363	12.805	69.398	14.255	25.215	134.50	4.6641	15.192	0.0036600
-87.500	2.8760	0.87039	10.012	11.270	60.959	2799.8	0.00035716	0.91900	0.93249	5.2741	20.574	45.692	583.94	-0.053268	371.40	0.062981	26.148	0.038244	11.366	12.810	69.251	14.278	25.285	134.60	4.6347	15.233	0.0036724
-87.000	2.9408	0.88874	10.208	11.495	62.016	2796.2	0.00035762	0.94170	0.95550	5.3963	20.548	45.734	582.47	-0.052976	368.99	0.062790	26.694	0.037462	11.368	12.815	69.105	14.302	25.356	134.70	4.6057	15.274	0.0036849
-86.500	3.0068	0.90738	10.407	11.723	63.083	2792.7	0.00035808	0.96440	0.97854	5.5182	20.522	45.776	581.00	-0.052681	366.59	0.062599	27.248	0.036699	11.371	12.820	68.959	14.326	25.427	134.81	4.5770	15.315	0.0036974
-86.000	3.0738	0.92631	10.608	11.954	64.160	2789.0	0.00035855	0.98713	1.0016	5.6399	20.495	45.818	579.53	-0.052381	364.21	0.062408	27.811	0.035956	11.374	12.825	68.815	14.350	25.500	134.91	4.5485	15.356	0.0037100
-85.500	3.1419	0.94555	10.812	12.187	65.245	2785.4	0.00035901	1.0099	1.0247	5.7613	20.469	45.861	578.05	-0.052079	361.85	0.062217	28.383	0.035232	11.376	12.830	68.671	14.375	25.573	135.01	4.5203	15.397	0.0037226
-85.000	3.2112	0.96509	11.018	12.423	66.341	2781.8	0.00035948	1.0326	1.0478	5.8826	20.444	45.905	576.58	-0.051772	359.51	0.062026	28.963	0.034526	11.379	12.834	68.528	14.399	25.647	135.11	4.4924	15.438	0.0037353
-84.500	3.2816	0.98493	11.226	12.662	67.445	2778.2	0.00035995	1.0554	1.0709	6.0036	20.418	45.950	575.10	-0.051462	357.19	0.061835	29.553	0.033838	11.381	12.839	68.385	14.424	25.722	135.20	4.4647	15.480	0.0037480
-84.000	3.3377	undefined	11.385	12.846	68.289	30.000	0.033333	11.385	12.846	68.289	14.435	25.765	135.33	4.4371	15.520	0.0037599	30.000	0.033333	11.385	12.846	68.289	14.435	25.765	135.33	4.4371	15.520	0.0037599
-83.500	3.3479	undefined	11.392	12.857	68.327	30.000	0.033333	11.392	12.857	68.327	14.406	25.707	135.56	4.4090	15.555	0.0037691	30.000	0.033333	11.392	12.857	68.327	14.406	25.707	135.56	4.4090	15.555	0.0037691
-83.000	3.3582	undefined	11.399	12.869	68.365	30.000	0.033333	11.399	12.869	68.365	14.378	25.650	135.79	4.3813	15.591	0.0037783	30.000	0.033333	11.399	12.869	68.365	14.378	25.650	135.79	4.3813	15.591	0.0037783
-82.500	3.3684	undefined	11.407	12.881	68.402	30.000	0.033333	11.407	12.881	68.402	14.351	25.595	136.02	4.3540	15.626	0.0037875	30.000	0.033333	11.407	12.881	68.402	14.351	25.595	136.02	4.3540	15.626	0.0037875
-82.000	3.3786	undefined	11.414	12.892	68.440	30.000	0.033333	11.414	12.892	68.440	14.324	25.541	136.24	4.3271	15.662	0.0037967	30.000	0.033333	11.414	12.892	68.440	14.324	25.541	136.24	4.3271	15.662	0.0037967
-81.500	3.3889	undefined	11.421	12.904	68.477	30.000	0.033333	11.421	12.904	68.477	14.298	25.489	136.47	4.3005	15.697	0.0038059	30.000	0.033333	11.421	12.904	68.477	14.298	25.489	136.47	4.3005	15.697	0.0038059
-81.000	3.3991	undefined	11.428	12.916	68.514	30.000	0.033333	11.428	12.916	68.514	14.272	25.437	136.69	4.2742	15.733	0.0038152	30.000	0.033333	11.428	12.916	68.514	14.272	25.437	136.69	4.2742	15.733	0.0038152
-80.500	3.4093	undefined	11.435	12.927	68.551	30.000	0.033333	11.435	12.927	68.551	14.248	25.387	136.92	4.2483	15.768	0.0038244	30.000	0.033333	11.435	12.927	68.551	14.248	25.387	136.92	4.2483	15.768	0.0038244
-80.000	3.4195	undefined	11.442	12.939	68.588	30.000	0.033333	11.442	12.939	68.588	14.223	25.338	137.14	4.2227	15.804	0.0038336	30.000	0.033333	11.442	12.939	68.588	14.223	25.338	137.14	4.2227	15.804	0.0038336
-79.500	3.4297	undefined	11.449	12.950	68.625	30.000	0.033333	11.449	12.950	68.625	14.200	25.290	137.36	4.1974	15.839	0.0038428	30.000	0.033333	11.449	12.950	68.625	14.200	25.290	137.36	4.1974	15.839	0.0038428
-79.000	3.4399	undefined	11.456	12.962	68.662	30.000	0.033333	11.456	12.962	68.662	14.177	25.242	137.58	4.1725	15.875	0.0038520	30.000	0.033333	11.456	12.962	68.662	14.177	25.242	137.58	4.1725	15.875	0.0038520
-78.500	3.4501	undefined	11.464	12.973	68.698	30.000	0.033333	11.464	12.973	68.698	14.154	25.196	137.80	4.1478	15.910	0.0038612	30.000	0.033333	11.464	12.973	68.698	14.154	25.196	137.80	4.1478	15.910	0.0038612
-78.000	3.4603	undefined	11.471	12.985	68.734	30.000	0.033333	11.471	12.985	68.734	14.132	25.151	138.02	4.1235	15.946	0.0038703	30.000	0.033333	11.471	12.985	68.734	14.132	25.151	138.02	4.1235	15.946	0.0038703
-77.500	3.4705	undefined	11.478	12.997	68.771	30.000	0.033333	11.478	12.997	68.771	14.110	25.107	138.24	4.0995	15.982	0.0038795	30.000	0.033333	11.478	12.997	68.771	14.110	25.107	138.24	4.0995	15.982	0.0038795
-77.000	3.4806	undefined	11.485	13.008	68.807	30.000	0.033333	11.485	13.008	68.807	14.089	25.064	138.46	4.0757	16.017	0.0038887	30.000	0.033333	11.485	13.008	68.807	14.089	25.064	138.46	4.0757	16.017	0.0038887
-76.500	3.4908	undefined	11.492	13.019	68.842	30.000	0.033333	11.492	13.019	68.842	14.069	25.021	138.68	4.0522	16.053	0.0038979	30.000	0.033333	11.492	13.019	68.842	14.069	25.021	138.68	4.0522	16.053	0.0038979
-76.000	3.5009	undefined	11.499	13.031	68.878	30.000	0.033333	11.499	13.031	68.878	14.049	24.980	138.90	4.0290	16.088	0.0039071	30.000	0.033333	11.499	13.031	68.878	14.049	24.980	138.90	4.0290	16.088	0.0039071
-75.500	3.5111	undefined	11.506	13.042	68.914	30.000	0.033333	11.506	13.042	68.914	14.029	24.939	139.11	4.0061	16.124	0.0039162	30.000	0.033333	11.506	13.042	68.914	14.029	24.939	139.11	4.0061	16.124	0.0039162
-75.000	3.5212	undefined	11.513	13.054	68.949	30.000	0.033333	11.513	13.054	68.949	14.010	24.899	139.33	3.9834	16.160	0.0039254	30.000	0.033333	11.513	13.054	68.949	14.010	24.899	139.33	3.9834	16.160	0.0039254
-74.500	3.5314	undefined	11.520	13.065	68.984	30.000	0.033333	11.520	13.065	68.984	13.991	24.860	139.54	3.9610	16.195	0.0039346	30.000	0.033333	11.520	13.065	68.984	13.991	24.860	139.54	3.9610	16.195	0.0039346
-74.000	3.5415	undefined	11.527	13.077	69.020	30.000	0.033333	11.527	13.077	69.020	13.973	24.822	139.76	3.9389	16.231	0.0039437	30.000	0.033333	11.527	13.077	69.020	13.973	24.822	139.76	3.9389	16.231	0.0039437
-73.500	3.5516	undefined	11.534	13.088	69.055	30.000	0.033333	11.534	13.088	69.055	13.954	24.784	139.97	3.9170	16.267	0.0039529	30.000	0.033333	11.534	13.088	69.055	13.954	24.784	139.97	3.9170	16.267	0.0039529
-73.000	3.5618	undefined	11.541	13.100	69.089	30.000	0.033333	11.541	13.100	69.089	13.937	24.747	140.18	3.8954	16.302	0.0039621	30.000	0.033333	11.541	13.100	69.089	13.937	24.747	140.18	3.8954	16.302	0.0039621
-72.500	3.5719	undefined	11.548	13.111	69.124	30.000	0.033333	11.548	13.111	69.124	13.919	24.711	140.40	3.8739	16.338	0.0039712	30.000	0.033333	11.548	13.111	69.124	13.919	24.711	140.40	3.8739	16.338	0.0039712
-72.000	3.5820	undefined	11.555	13.122	69.159	30.000	0.033333	11.555	13.122	69.159	13.903	24.675	140.61	3.8528	16.374	0.0039804	30.000	0.033333	11.555	13.122	69.159	13.903	24.675	140.61	3.8528	16.374	0.0039804
-71.500	3.5921	undefined	11.562	13.134	69.193	30.000	0.033333	11.562	13.134	69.193	13.886	24.640	140.82	3.8318	16.409	0.0039895	30.000	0.033333	11.562	13.134	69.193	13.886	24.640	140.82	3.8318	16.409	0.0039895
-71.000	3.6022	undefined	11.569	13.145	69.228	30.000	0.033333	11.569	13.145	69.228	13.870	24.606	141.03	3.8111	16.445	0.0039987	30.000	0.033333	11.569	13.145	69.228	13.870	24.606	141.03	3.8111	16.445	0.0039987
-70.500	3.6123	undefined	11.576	13.156	69.262	30.000	0.033333	11.576	13.156	69.262	13.854	24.572	141.24	3.7906	16.481	0.0040078	30.000	0.033333	11.576	13.156	69.262	13.854	24.572	141.24	3.7906	16.481	0.0040078
-70.000	3.6224	undefined	11.582	13.168	69.296	30.000	0.033333	11.582	13.168	69.296	13.838	24.539	141.45	3.7704	16.516	0.0040170	30.000	0.033333	11.582	13.168	69.296	13.838	24.539	141.45	3.7704	16.516	0.0040170
-69.500	3.6325	undefined	11.589	13.179	69.330	30.000	0.033333	11.589	13.179	69.330	13.823	24.506	141.66	3.7503	16.552	0.0040261	30.000	0.033333	11.589	13.179	69.330	13.823	24.506	141.66	3.7503	16.552	0.0040261
-69.000	3.6426	undefined	11.596	13.190	69.364	30.000	0.033333	11.596	13.190	69.364	13.808	24.474	141.87	3.7305	16.588	0.0040352	30.000	0.033333	11.596	13.190	69.364	13.808	24.474	141.87	3.7305	16.588	0.0040352
-68.500	3.6527	undefined	11.603	13.202	69.398	30.000	0.033333	11.603	13.202	69.398	13.793	24.443	142.07	3.7108	16.624	0.0040444	30.000	0.033333	11.603	13.202	69.398	13.793	24.443	142.07	3.7108	16.624	0.0040444
-68.000	3.6627	undefined	11.610	13.213	69.431	30.000	0.033333	11.610	13.213	69.431	13.778	24.412	142.28	3.6914	16.659	0.0040535	30.000	0.033333	11.610	13.213	69.431	13.778	24.412	142.28	3.6914	16.659	0.0040535
-67.500	3.6728	undefined	11.617	13.224	69.465	30.000	0.033333	11.617	13.224	69.465	13.764	24.382	142.49	3.6722	16.695	0.0040626	30.000	0.033333	11.617	13.224	69.465	13.764	24.382	142.49	3.6722	16.695	0.0040626
-67.000	3.6829	undefined	11.624	13.236	69.498	30.000	0.033333	11.624	13.236	69.498	13.750	24.352	142.69	3.6532	16.731	0.0040717	30.000	0.033333	11.624	13.236	69.498	13.750	24.352	142.69	3.6532	16.731	0.0040717
-66.500	3.6929	undefined	11.631	13.247	69.531	30.000	0.033333	11.631	13.247	69.531	13.736	24.322	142.90	3.6343	16.767	0.0040809	30.000	0.033333	11.631	13.247	69.531	13.736	24.322	142.90	3.6343	16.767	0.0040809
-66.000	3.7030	undefined	11.638	13.258	69.565	30.000	0.033333	11.638	13.258	69.565	13.723	24.293	143.11	3.6157	16.802	0.0040900	30.000	0.033333	11.638	13.258	69.565	13.723	24.293	143.11	3.6157	16.802	0.0040900
-65.500	3.7131	undefined	11.644	13.269	69.598	30.000	0.033333	11.644	13.269	69.598	13.710	24.265	143.31	3.5972	16.838	0.0040991	30.000	0.033333	11.644	13.269	69.598	13.710	24.265	143.31	3.5972	16.838	0.0040991
-65.000	3.7231	undefined	11.651	13.281	69.631	30.000	0.033333	11.651	13.281	69.631	13.697	24.237	143.51	3.5789	16.874	0.0041082	30.000	0.033333	11.651	13.281	69.631	13.697	24.237	143.51	3.5789	16.874	0.0041082
-64.500	3.7332	undefined	11.658	13.292	69.664	30.000	0.033333	11.658	13.292	69.664	13.684	24.209	143.72	3.5608	16.910	0.0041173	30.000	0.033333	11.658	13.292	69.664	13.684	24.209	143.72	3.5608	16.910	0.0041173
-64.000	3.7432	undefined	11.665	13.303	69.696	30.000	0.033333	11.665	13.303	69.696	13.671	24.182	143.92	3.5429	16.945	0.0041264	30.000	0.033333	11.665	13.303	69.696	13.671	24.182	143.92	3.5429	16.945	0.0041264
-63.500	3.7532	undefined	11.672	13.314	69.729	30.000	0.033333	11.672	13.314	69.729	13.659	24.156	144.12	3.5251	16.981	0.0041355	30.000	0.033333	11.672	13.314	69.729	13.659	24.156	144.12	3.5251	16.981	0.0041355
-63.000	3.7633	undefined	11.679	13.326	69.761	30.000	0.033333	11.679	13.326	69.761	13.647	24.129	144.33	3.5076	17.017	0.0041446	30.000	0.033333	11.679	13.326	69.761	13.647	24.129	144.33	3.5076	17.017	0.0041446
-62.500	3.7733	undefined	11.685	13.337	69.794	30.000	0.033333	11.685	13.337	69.794	13.635	24.103	144.53	3.4902	17.053	0.0041537	30.000	0.033333	11.685	13.337	69.794	13.635	24.103	144.53	3.4902	17.053	0.0041537
-62.000	3.7833	undefined	11.692	13.348	69.826	30.000	0.033333	11.692	13.348	69.826	13.623	24.078	144.73	3.4729	17.089	0.0041628	30.000	0.033333	11.692	13.348	69.826	13.623	24.078	144.73	3.4729	17.089	0.0041628
-61.500	3.7934	undefined	11.699	13.359	69.858	30.000	0.033333	11.699	13.359	69.858	13.612	24.053	144.93	3.4558	17.124	0.0041719	30.000	0.033333	11.699	13.359	69.858	13.612	24.053	144.93	3.4558	17.124	0.0041719
-61.000	3.8034	undefined	11.706	13.370	69.890	30.000	0.033333	11.706	13.370	69.890	13.601	24.028	145.13	3.4389	17.160	0.0041810	30.000	0.033333	11.706	13.370	69.890	13.601	24.028	145.13	3.4389	17.160	0.0041810
-60.500	3.8134	undefined	11.713	13.382	69.922	30.000	0.033333	11.713	13.382	69.922	13.589	24.004	145.33	3.4221	17.196	0.0041901	30.000	0.033333	11.713	13.382	69.922	13.589	24.004	145.33	3.4221	17.196	0.0041901
-60.000	3.8234	undefined	11.719	13.393	69.954	30.000	0.033333	11.719	13.393	69.954	13.578	23.979	145.53	3.4055	17.232	0.0041992	30.000	0.033333	11.719	13.393	69.954	13.578	23.979	145.53	3.4055	17.232	0.0041992
-59.500	3.8334	undefined	11.726	13.404	69.986	30.000	0.033333	11.726	13.404	69.986	13.568	23.956	145.73	3.3891	17.268	0.0042083	30.000	0.033333	11.726	13.404	69.986	13.568	23.956	145.73	3.3891	17.268	0.0042083
-59.000	3.8434	undefined	11.733	13.415	70.018	30.000	0.033333	11.733	13.415	70.018	13.557	23.932	145.93	3.3728	17.303	0.0042173	30.000	0.033333	11.733	13.415	70.018	13.557	23.932	145.93	3.3728	17.303	0.0042173
-58.500	3.8535	undefined	11.740	13.426	70.049	30.000	0.033333	11.740	13.426	70.049	13.547	23.909	146.13	3.3566	17.339	0.0042264	30.000	0.033333	11.740	13.426	70.049	13.547	23.909	146.13	3.3566	17.339	0.0042264
-58.000	3.8635	undefined	11.747	13.437	70.081	30.000	0.033333	11.747	13.437	70.081	13.536	23.887	146.32	3.3406	17.375	0.0042355	30.000	0.033333	11.747	13.437	70.081	13.536	23.887	146.32	3.3406	17.375	0.0042355
-57.500	3.8735	undefined	11.753	13.449	70.112	30.000	0.033333	11.753	13.449	70.112	13.526	23.864	146.52	3.3247	17.411	0.0042446	30.000	0.033333	11.753	13.449	70.112	13.526	23.864	146.52	3.3247	17.411	0.0042446
-57.000	3.8835	undefined	11.760	13.460	70.144	30.000	0.033333	11.760	13.460	70.144	13.516	23.842	146.72	3.3090	17.447	0.0042536	30.000	0.033333	11.760	13.460	70.144	13.516	23.842	146.72	3.3090	17.447	0.0042536
-56.500	3.8934	undefined	11.767	13.471	70.175	30.000	0.033333	11.767	13.471	70.175	13.506	23.820	146.92	3.2934	17.483	0.0042627	30.000	0.033333	11.767	13.471	70.175	13.506	23.820	146.92	3.2934	17.483	0.0042627
-56.000	3.9034	undefined	11.774	13.482	70.206	30.000	0.033333	11.774	13.482	70.206	13.497	23.799	147.11	3.2780	17.519	0.0042718	30.000	0.033333	11.774	13.482	70.206	13.497	23.799	147.11	3.2780	17.519	0.0042718
-55.500	3.9134	undefined	11.780	13.493	70.237	30.000	0.033333	11.780	13.493	70.237	13.487	23.778	147.31	3.2627	17.554	0.0042808	30.000	0.033333	11.780	13.493	70.237	13.487	23.778	147.31	3.2627	17.554	0.0042808
-55.000	3.9234	undefined	11.787	13.504	70.268	30.000	0.033333	11.787	13.504	70.268	13.478	23.757	147.50	3.2475	17.590	0.0042899	30.000	0.033333	11.787	13.504	70.268	13.478	23.757	147.50	3.2475	17.590	0.0042899
-54.500	3.9334	undefined	11.794	13.515	70.299	30.000	0.033333	11.794	13.515	70.299	13.468	23.736	147.70	3.2325	17.626	0.0042989	30.000	0.033333	11.794	13.515	70.299	13.468	23.736	147.70	3.2325	17.626	0.0042989
-54.000	3.9434	undefined	11.801	13.526	70.330	30.000	0.033333	11.801	13.526	70.330	13.459	23.716	147.89	3.2175	17.662	0.0043080	30.000	0.033333	11.801	13.526	70.330	13.459	23.716	147.89	3.2175	17.662	0.0043080
-53.500	3.9533	undefined	11.807	13.537	70.360	30.000	0.033333	11.807	13.537	70.360	13.450	23.695	148.09	3.2027	17.698	0.0043170	30.000	0.033333	11.807	13.537	70.360	13.450	23.695	148.09	3.2027	17.698	0.0043170
-53.000	3.9633	undefined	11.814	13.549	70.391	30.000	0.033333	11.814	13.549	70.391	13.442	23.676	148.28	3.1881	17.734	0.0043261	30.000	0.033333	11.814	13.549	70.391	13.442	23.676	148.28	3.1881	17.734	0.0043261
-52.500	3.9733	undefined	11.821	13.560	70.421	30.000	0.033333	11.821	13.560	70.421	13.433	23.656	148.48	3.1735	17.770	0.0043351	30.000	0.033333	11.821	13.560	70.421	13.433	23.656	148.48	3.1735	17.770	0.0043351
-52.000	3.9833	undefined	11.827	13.571	70.452	30.000	0.033333	11.827	13.571	70.452	13.424	23.637	148.67	3.1591	17.805	0.0043442	30.000	0.033333	11.827	13.571	70.452	13.424	23.637	148.67	3.1591	17.805	0.0043442
-51.500	3.9932	undefined	11.834	13.582	70.482	30.000	0.033333	11.834	13.582	70.482	13.416	23.618	148.86	3.1448	17.841	0.0043532	30.000	0.033333	11.834	13.582	70.482	13.416	23.618	148.86	3.1448	17.841	0.0043532
-51.000	4.0032	undefined	11.841	13.593	70.512	30.000	0.033333	11.841	13.593	70.512	13.407	23.599	149.05	3.1307	17.877	0.0043622	30.000	0.033333	11.841	13.593	70.512	13.407	23.599	149.05	3.1307	17.877	0.0043622
-50.500	4.0131	undefined	11.848	13.604	70.542	30.000	0.033333	11.848	13.604	70.542	13.399	23.580	149.25	3.1166	17.913	0.0043713	30.000	0.033333	11.848	13.604	70.542	13.399	23.580	149.25	3.1166	17.913	0.0043713
-50.000	4.0231	undefined	11.854	13.615	70.572	30.000	0.033333	11.854	13.615	70.572	13.391	23.562	149.44	3.1027	17.949	0.0043803	30.000	0.033333	11.854	13.615	70.572	13.391	23.562	149.44	3.1027	17.949	0.0043803
-49.500	4.0331	undefined	11.861	13.626	70.602	30.000	0.033333	11.861	13.626	70.602	13.383	23.543	149.63	3.0888	17.985	0.0043893	30.000	0.033333	11.861	13.626	70.602	13.383	23.543	149.63	3.0888	17.985	0.0043893
-49.000	4.0430	undefined	11.868	13.637	70.632	30.000	0.033333	11.868	13.637	70.632	13.375	23.525	149.82	3.0751	18.021	0.0043984	30.000	0.033333	11.868	13.637	70.632	13.375	23.525	149.82	3.0751	18.021	0.0043984
-48.500	4.0530	undefined	11.874	13.648	70.662	30.000	0.033333	11.874	13.648	70.662	13.367	23.508	150.01	3.0615	18.057	0.0044074	30.000	0.033333	11.874	13.648	70.662	13.367	23.508	150.01	3.0615	18.057	0.0044074
-48.000	4.0629	undefined	11.881	13.659	70.692	30.000	0.033333	11.881	13.659	70.692	13.360	23.490	150.20	3.0480	18.093	0.0044164	30.000	0.033333	11.881	13.659	70.692	13.360	23.490	150.20	3.0480	18.093	0.0044164
