# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-47.500	4.0729	undefined	11.888	13.670	70.721	30.000	0.033333	11.888	13.670	70.721	13.352	23.473	150.39	3.0346	18.128	0.0044254	30.000	0.033333	11.888	13.670	70.721	13.352	23.473	150.39	3.0346	18.128	0.0044254
-47.000	4.0828	undefined	11.894	13.681	70.751	30.000	0.033333	11.894	13.681	70.751	13.344	23.456	150.58	3.0213	18.164	0.0044344	30.000	0.033333	11.894	13.681	70.751	13.344	23.456	150.58	3.0213	18.164	0.0044344
-46.500	4.0927	undefined	11.901	13.692	70.780	30.000	0.033333	11.901	13.692	70.780	13.337	23.439	150.77	3.0082	18.200	0.0044434	30.000	0.033333	11.901	13.692	70.780	13.337	23.439	150.77	3.0082	18.200	0.0044434
-46.000	4.1027	undefined	11.908	13.703	70.810	30.000	0.033333	11.908	13.703	70.810	13.330	23.422	150.96	2.9951	18.236	0.0044524	30.000	0.033333	11.908	13.703	70.810	13.330	23.422	150.96	2.9951	18.236	0.0044524
-45.500	4.1126	undefined	11.914	13.714	70.839	30.000	0.033333	11.914	13.714	70.839	13.322	23.406	151.15	2.9821	18.272	0.0044615	30.000	0.033333	11.914	13.714	70.839	13.322	23.406	151.15	2.9821	18.272	0.0044615
-45.000	4.1226	undefined	11.921	13.725	70.868	30.000	0.033333	11.921	13.725	70.868	13.315	23.389	151.34	2.9693	18.308	0.0044705	30.000	0.033333	11.921	13.725	70.868	13.315	23.389	151.34	2.9693	18.308	0.0044705
-44.500	4.1325	undefined	11.928	13.736	70.897	30.000	0.033333	11.928	13.736	70.897	13.308	23.373	151.53	2.9565	18.344	0.0044795	30.000	0.033333	11.928	13.736	70.897	13.308	23.373	151.53	2.9565	18.344	0.0044795
-44.000	4.1424	undefined	11.934	13.747	70.927	30.000	0.033333	11.934	13.747	70.927	13.301	23.357	151.71	2.9439	18.380	0.0044885	30.000	0.033333	11.934	13.747	70.927	13.301	23.357	151.71	2.9439	18.380	0.0044885
-43.500	4.1523	undefined	11.941	13.758	70.956	30.000	0.033333	11.941	13.758	70.956	13.295	23.341	151.90	2.9313	18.416	0.0044975	30.000	0.033333	11.941	13.758	70.956	13.295	23.341	151.90	2.9313	18.416	0.0044975
-43.000	4.1623	undefined	11.948	13.769	70.984	30.000	0.033333	11.948	13.769	70.984	13.288	23.326	152.09	2.9188	18.452	0.0045065	30.000	0.033333	11.948	13.769	70.984	13.288	23.326	152.09	2.9188	18.452	0.0045065
-42.500	4.1722	undefined	11.954	13.780	71.013	30.000	0.033333	11.954	13.780	71.013	13.281	23.310	152.28	2.9064	18.488	0.0045154	30.000	0.033333	11.954	13.780	71.013	13.281	23.310	152.28	2.9064	18.488	0.0045154
-42.000	4.1821	undefined	11.961	13.791	71.042	30.000	0.033333	11.961	13.791	71.042	13.274	23.295	152.46	2.8942	18.524	0.0045244	30.000	0.033333	11.961	13.791	71.042	13.274	23.295	152.46	2.8942	18.524	0.0045244
-41.500	4.1920	undefined	11.968	13.802	71.071	30.000	0.033333	11.968	13.802	71.071	13.268	23.280	152.65	2.8820	18.560	0.0045334	30.000	0.033333	11.968	13.802	71.071	13.268	23.280	152.65	2.8820	18.560	0.0045334
-41.000	4.2019	undefined	11.974	13.813	71.099	30.000	0.033333	11.974	13.813	71.099	13.262	23.265	152.84	2.8699	18.595	0.0045424	30.000	0.033333	11.974	13.813	71.099	13.262	23.265	152.84	2.8699	18.595	0.0045424
-40.500	4.2119	undefined	11.981	13.824	71.128	30.000	0.033333	11.981	13.824	71.128	13.255	23.250	153.02	2.8579	18.631	0.0045514	30.000	0.033333	11.981	13.824	71.128	13.255	23.250	153.02	2.8579	18.631	0.0045514
-40.000	4.2218	undefined	11.987	13.835	71.156	30.000	0.033333	11.987	13.835	71.156	13.249	23.235	153.21	2.8460	18.667	0.0045604	30.000	0.033333	11.987	13.835	71.156	13.249	23.235	153.21	2.8460	18.667	0.0045604
-39.500	4.2317	undefined	11.994	13.846	71.185	30.000	0.033333	11.994	13.846	71.185	13.243	23.221	153.39	2.8342	18.703	0.0045693	30.000	0.033333	11.994	13.846	71.185	13.243	23.221	153.39	2.8342	18.703	0.0045693
-39.000	4.2416	undefined	12.001	13.857	71.213	30.000	0.033333	12.001	13.857	71.213	13.237	23.207	153.58	2.8224	18.739	0.0045783	30.000	0.033333	12.001	13.857	71.213	13.237	23.207	153.58	2.8224	18.739	0.0045783
-38.500	4.2515	undefined	12.007	13.868	71.241	30.000	0.033333	12.007	13.868	71.241	13.230	23.193	153.76	2.8108	18.775	0.0045873	30.000	0.033333	12.007	13.868	71.241	13.230	23.193	153.76	2.8108	18.775	0.0045873
-38.000	4.2614	undefined	12.014	13.879	71.269	30.000	0.033333	12.014	13.879	71.269	13.224	23.179	153.95	2.7992	18.811	0.0045962	30.000	0.033333	12.014	13.879	71.269	13.224	23.179	153.95	2.7992	18.811	0.0045962
-37.500	4.2713	undefined	12.021	13.890	71.297	30.000	0.033333	12.021	13.890	71.297	13.219	23.165	154.13	2.7877	18.847	0.0046052	30.000	0.033333	12.021	13.890	71.297	13.219	23.165	154.13	2.7877	18.847	0.0046052
-37.000	4.2812	undefined	12.027	13.901	71.325	30.000	0.033333	12.027	13.901	71.325	13.213	23.151	154.31	2.7763	18.883	0.0046142	30.000	0.033333	12.027	13.901	71.325	13.213	23.151	154.31	2.7763	18.883	0.0046142
-36.500	4.2911	undefined	12.034	13.912	71.353	30.000	0.033333	12.034	13.912	71.353	13.207	23.137	154.50	2.7650	18.919	0.0046231	30.000	0.033333	12.034	13.912	71.353	13.207	23.137	154.50	2.7650	18.919	0.0046231
-36.000	4.3010	undefined	12.040	13.923	71.381	30.000	0.033333	12.040	13.923	71.381	13.201	23.124	154.68	2.7538	18.955	0.0046321	30.000	0.033333	12.040	13.923	71.381	13.201	23.124	154.68	2.7538	18.955	0.0046321
-35.500	4.3109	undefined	12.047	13.934	71.409	30.000	0.033333	12.047	13.934	71.409	13.196	23.111	154.86	2.7427	18.991	0.0046410	30.000	0.033333	12.047	13.934	71.409	13.196	23.111	154.86	2.7427	18.991	0.0046410
-35.000	4.3208	undefined	12.054	13.944	71.437	30.000	0.033333	12.054	13.944	71.437	13.190	23.097	155.05	2.7316	19.027	0.0046500	30.000	0.033333	12.054	13.944	71.437	13.190	23.097	155.05	2.7316	19.027	0.0046500
-34.500	4.3307	undefined	12.060	13.955	71.464	30.000	0.033333	12.060	13.955	71.464	13.184	23.084	155.23	2.7206	19.063	0.0046589	30.000	0.033333	12.060	13.955	71.464	13.184	23.084	155.23	2.7206	19.063	0.0046589
-34.000	4.3406	undefined	12.067	13.966	71.492	30.000	0.033333	12.067	13.966	71.492	13.179	23.072	155.41	2.7097	19.099	0.0046679	30.000	0.033333	12.067	13.966	71.492	13.179	23.072	155.41	2.7097	19.099	0.0046679
-33.500	4.3505	undefined	12.073	13.977	71.520	30.000	0.033333	12.073	13.977	71.520	13.174	23.059	155.59	2.6989	19.135	0.0046768	30.000	0.033333	12.073	13.977	71.520	13.174	23.059	155.59	2.6989	19.135	0.0046768
-33.000	4.3604	undefined	12.080	13.988	71.547	30.000	0.033333	12.080	13.988	71.547	13.168	23.046	155.77	2.6881	19.171	0.0046858	30.000	0.033333	12.080	13.988	71.547	13.168	23.046	155.77	2.6881	19.171	0.0046858
-32.500	4.3702	undefined	12.086	13.999	71.574	30.000	0.033333	12.086	13.999	71.574	13.163	23.034	155.96	2.6774	19.207	0.0046947	30.000	0.033333	12.086	13.999	71.574	13.163	23.034	155.96	2.6774	19.207	0.0046947
-32.000	4.3801	undefined	12.093	14.010	71.602	30.000	0.033333	12.093	14.010	71.602	13.158	23.021	156.14	2.6668	19.242	0.0047037	30.000	0.033333	12.093	14.010	71.602	13.158	23.021	156.14	2.6668	19.242	0.0047037
-31.500	4.3900	undefined	12.100	14.021	71.629	30.000	0.033333	12.100	14.021	71.629	13.153	23.009	156.32	2.6563	19.278	0.0047126	30.000	0.033333	12.100	14.021	71.629	13.153	23.009	156.32	2.6563	19.278	0.0047126
-31.000	4.3999	undefined	12.106	14.032	71.656	30.000	0.033333	12.106	14.032	71.656	13.147	22.997	156.50	2.6459	19.314	0.0047215	30.000	0.033333	12.106	14.032	71.656	13.147	22.997	156.50	2.6459	19.314	0.0047215
-30.500	4.4098	undefined	12.113	14.043	71.683	30.000	0.033333	12.113	14.043	71.683	13.142	22.985	156.68	2.6355	19.350	0.0047304	30.000	0.033333	12.113	14.043	71.683	13.142	22.985	156.68	2.6355	19.350	0.0047304
-30.000	4.4196	undefined	12.119	14.054	71.710	30.000	0.033333	12.119	14.054	71.710	13.137	22.973	156.86	2.6252	19.386	0.0047394	30.000	0.033333	12.119	14.054	71.710	13.137	22.973	156.86	2.6252	19.386	0.0047394
-29.500	4.4295	undefined	12.126	14.064	71.737	30.000	0.033333	12.126	14.064	71.737	13.132	22.961	157.04	2.6149	19.422	0.0047483	30.000	0.033333	12.126	14.064	71.737	13.132	22.961	157.04	2.6149	19.422	0.0047483
-29.000	4.4394	undefined	12.132	14.075	71.764	30.000	0.033333	12.132	14.075	71.764	13.128	22.949	157.22	2.6048	19.458	0.0047572	30.000	0.033333	12.132	14.075	71.764	13.128	22.949	157.22	2.6048	19.458	0.0047572
-28.500	4.4493	undefined	12.139	14.086	71.791	30.000	0.033333	12.139	14.086	71.791	13.123	22.938	157.40	2.5947	19.494	0.0047661	30.000	0.033333	12.139	14.086	71.791	13.123	22.938	157.40	2.5947	19.494	0.0047661
-28.000	4.4591	undefined	12.146	14.097	71.818	30.000	0.033333	12.146	14.097	71.818	13.118	22.926	157.57	2.5846	19.530	0.0047750	30.000	0.033333	12.146	14.097	71.818	13.118	22.926	157.57	2.5846	19.530	0.0047750
-27.500	4.4690	undefined	12.152	14.108	71.845	30.000	0.033333	12.152	14.108	71.845	13.113	22.915	157.75	2.5747	19.566	0.0047840	30.000	0.033333	12.152	14.108	71.845	13.113	22.915	157.75	2.5747	19.566	0.0047840
-27.000	4.4789	undefined	12.159	14.119	71.871	30.000	0.033333	12.159	14.119	71.871	13.108	22.904	157.93	2.5648	19.602	0.0047929	30.000	0.033333	12.159	14.119	71.871	13.108	22.904	157.93	2.5648	19.602	0.0047929
-26.500	4.4887	undefined	12.165	14.130	71.898	30.000	0.033333	12.165	14.130	71.898	13.104	22.893	158.11	2.5549	19.638	0.0048018	30.000	0.033333	12.165	14.130	71.898	13.104	22.893	158.11	2.5549	19.638	0.0048018
-26.000	4.4986	undefined	12.172	14.141	71.924	30.000	0.033333	12.172	14.141	71.924	13.099	22.882	158.29	2.5452	19.674	0.0048107	30.000	0.033333	12.172	14.141	71.924	13.099	22.882	158.29	2.5452	19.674	0.0048107
-25.500	4.5085	undefined	12.178	14.151	71.951	30.000	0.033333	12.178	14.151	71.951	13.095	22.871	158.47	2.5355	19.710	0.0048196	30.000	0.033333	12.178	14.151	71.951	13.095	22.871	158.47	2.5355	19.710	0.0048196
-25.000	4.5183	undefined	12.185	14.162	71.977	30.000	0.033333	12.185	14.162	71.977	13.090	22.860	158.64	2.5259	19.746	0.0048285	30.000	0.033333	12.185	14.162	71.977	13.090	22.860	158.64	2.5259	19.746	0.0048285
-24.500	4.5282	undefined	12.191	14.173	72.004	30.000	0.033333	12.191	14.173	72.004	13.086	22.849	158.82	2.5163	19.782	0.0048374	30.000	0.033333	12.191	14.173	72.004	13.086	22.849	158.82	2.5163	19.782	0.0048374
-24.000	4.5380	undefined	12.198	14.184	72.030	30.000	0.033333	12.198	14.184	72.030	13.081	22.839	159.00	2.5068	19.818	0.0048463	30.000	0.033333	12.198	14.184	72.030	13.081	22.839	159.00	2.5068	19.818	0.0048463
-23.500	4.5479	undefined	12.205	14.195	72.056	30.000	0.033333	12.205	14.195	72.056	13.077	22.828	159.17	2.4974	19.854	0.0048552	30.000	0.033333	12.205	14.195	72.056	13.077	22.828	159.17	2.4974	19.854	0.0048552
-23.000	4.5578	undefined	12.211	14.206	72.082	30.000	0.033333	12.211	14.206	72.082	13.073	22.818	159.35	2.4880	19.890	0.0048640	30.000	0.033333	12.211	14.206	72.082	13.073	22.818	159.35	2.4880	19.890	0.0048640
-22.500	4.5676	undefined	12.218	14.217	72.108	30.000	0.033333	12.218	14.217	72.108	13.068	22.807	159.53	2.4787	19.926	0.0048729	30.000	0.033333	12.218	14.217	72.108	13.068	22.807	159.53	2.4787	19.926	0.0048729
-22.000	4.5775	undefined	12.224	14.227	72.134	30.000	0.033333	12.224	14.227	72.134	13.064	22.797	159.70	2.4694	19.962	0.0048818	30.000	0.033333	12.224	14.227	72.134	13.064	22.797	159.70	2.4694	19.962	0.0048818
-21.500	4.5873	undefined	12.231	14.238	72.160	30.000	0.033333	12.231	14.238	72.160	13.060	22.787	159.88	2.4602	19.998	0.0048907	30.000	0.033333	12.231	14.238	72.160	13.060	22.787	159.88	2.4602	19.998	0.0048907
-21.000	4.5972	undefined	12.237	14.249	72.186	30.000	0.033333	12.237	14.249	72.186	13.056	22.777	160.05	2.4511	20.033	0.0048996	30.000	0.033333	12.237	14.249	72.186	13.056	22.777	160.05	2.4511	20.033	0.0048996
-20.500	4.6070	undefined	12.244	14.260	72.212	30.000	0.033333	12.244	14.260	72.212	13.052	22.767	160.23	2.4420	20.069	0.0049084	30.000	0.033333	12.244	14.260	72.212	13.052	22.767	160.23	2.4420	20.069	0.0049084
-20.000	4.6169	undefined	12.250	14.271	72.238	30.000	0.033333	12.250	14.271	72.238	13.048	22.757	160.40	2.4330	20.105	0.0049173	30.000	0.033333	12.250	14.271	72.238	13.048	22.757	160.40	2.4330	20.105	0.0049173
-19.500	4.6267	undefined	12.257	14.282	72.264	30.000	0.033333	12.257	14.282	72.264	13.044	22.747	160.58	2.4240	20.141	0.0049262	30.000	0.033333	12.257	14.282	72.264	13.044	22.747	160.58	2.4240	20.141	0.0049262
-19.000	4.6366	undefined	12.263	14.292	72.289	30.000	0.033333	12.263	14.292	72.289	13.040	22.737	160.75	2.4151	20.177	0.0049350	30.000	0.033333	12.263	14.292	72.289	13.040	22.737	160.75	2.4151	20.177	0.0049350
-18.500	4.6464	undefined	12.270	14.303	72.315	30.000	0.033333	12.270	14.303	72.315	13.036	22.728	160.93	2.4063	20.213	0.0049439	30.000	0.033333	12.270	14.303	72.315	13.036	22.728	160.93	2.4063	20.213	0.0049439
-18.000	4.6562	undefined	12.276	14.314	72.340	30.000	0.033333	12.276	14.314	72.340	13.032	22.718	161.10	2.3975	20.249	0.0049528	30.000	0.033333	12.276	14.314	72.340	13.032	22.718	161.10	2.3975	20.249	0.0049528
-17.500	4.6661	undefined	12.283	14.325	72.366	30.000	0.033333	12.283	14.325	72.366	13.028	22.709	161.28	2.3888	20.285	0.0049616	30.000	0.033333	12.283	14.325	72.366	13.028	22.709	161.28	2.3888	20.285	0.0049616
-17.000	4.6759	undefined	12.289	14.336	72.391	30.000	0.033333	12.289	14.336	72.391	13.024	22.700	161.45	2.3801	20.321	0.0049705	30.000	0.033333	12.289	14.336	72.391	13.024	22.700	161.45	2.3801	20.321	0.0049705
-16.500	4.6858	undefined	12.296	14.347	72.417	30.000	0.033333	12.296	14.347	72.417	13.020	22.690	161.62	2.3715	20.357	0.0049793	30.000	0.033333	12.296	14.347	72.417	13.020	22.690	161.62	2.3715	20.357	0.0049793
-16.000	4.6956	undefined	12.302	14.357	72.442	30.000	0.033333	12.302	14.357	72.442	13.017	22.681	161.80	2.3629	20.393	0.0049882	30.000	0.033333	12.302	14.357	72.442	13.017	22.681	161.80	2.3629	20.393	0.0049882
-15.500	4.7054	undefined	12.309	14.368	72.467	30.000	0.033333	12.309	14.368	72.467	13.013	22.672	161.97	2.3544	20.429	0.0049970	30.000	0.033333	12.309	14.368	72.467	13.013	22.672	161.97	2.3544	20.429	0.0049970
-15.000	4.7153	undefined	12.315	14.379	72.493	30.000	0.033333	12.315	14.379	72.493	13.009	22.663	162.14	2.3460	20.465	0.0050059	30.000	0.033333	12.315	14.379	72.493	13.009	22.663	162.14	2.3460	20.465	0.0050059
-14.500	4.7251	undefined	12.322	14.390	72.518	30.000	0.033333	12.322	14.390	72.518	13.006	22.654	162.31	2.3376	20.501	0.0050147	30.000	0.033333	12.322	14.390	72.518	13.006	22.654	162.31	2.3376	20.501	0.0050147
-14.000	4.7349	undefined	12.328	14.401	72.543	30.000	0.033333	12.328	14.401	72.543	13.002	22.645	162.49	2.3292	20.537	0.0050235	30.000	0.033333	12.328	14.401	72.543	13.002	22.645	162.49	2.3292	20.537	0.0050235
-13.500	4.7448	undefined	12.335	14.411	72.568	30.000	0.033333	12.335	14.411	72.568	12.999	22.636	162.66	2.3209	20.573	0.0050324	30.000	0.033333	12.335	14.411	72.568	12.999	22.636	162.66	2.3209	20.573	0.0050324
-13.000	4.7546	undefined	12.341	14.422	72.593	30.000	0.033333	12.341	14.422	72.593	12.995	22.627	162.83	2.3126	20.609	0.0050412	30.000	0.033333	12.341	14.422	72.593	12.995	22.627	162.83	2.3126	20.609	0.0050412
-12.500	4.7644	undefined	12.348	14.433	72.618	30.000	0.033333	12.348	14.433	72.618	12.991	22.619	163.00	2.3044	20.644	0.0050500	30.000	0.033333	12.348	14.433	72.618	12.991	22.619	163.00	2.3044	20.644	0.0050500
-12.000	4.7742	undefined	12.354	14.444	72.643	30.000	0.033333	12.354	14.444	72.643	12.988	22.610	163.17	2.2963	20.680	0.0050588	30.000	0.033333	12.354	14.444	72.643	12.988	22.610	163.17	2.2963	20.680	0.0050588
-11.500	4.7841	undefined	12.361	14.455	72.668	30.000	0.033333	12.361	14.455	72.668	12.985	22.602	163.35	2.2882	20.716	0.0050677	30.000	0.033333	12.361	14.455	72.668	12.985	22.602	163.35	2.2882	20.716	0.0050677
-11.000	4.7939	undefined	12.367	14.465	72.693	30.000	0.033333	12.367	14.465	72.693	12.981	22.593	163.52	2.2802	20.752	0.0050765	30.000	0.033333	12.367	14.465	72.693	12.981	22.593	163.52	2.2802	20.752	0.0050765
-10.500	4.8037	undefined	12.374	14.476	72.717	30.000	0.033333	12.374	14.476	72.717	12.978	22.585	163.69	2.2722	20.788	0.0050853	30.000	0.033333	12.374	14.476	72.717	12.978	22.585	163.69	2.2722	20.788	0.0050853
-10.000	4.8135	undefined	12.380	14.487	72.742	30.000	0.033333	12.380	14.487	72.742	12.974	22.576	163.86	2.2642	20.824	0.0050941	30.000	0.033333	12.380	14.487	72.742	12.974	22.576	163.86	2.2642	20.824	0.0050941
-9.5000	4.8234	undefined	12.387	14.498	72.767	30.000	0.033333	12.387	14.498	72.767	12.971	22.568	164.03	2.2563	20.860	0.0051029	30.000	0.033333	12.387	14.498	72.767	12.971	22.568	164.03	2.2563	20.860	0.0051029
-9.0000	4.8332	undefined	12.393	14.509	72.791	30.000	0.033333	12.393	14.509	72.791	12.968	22.560	164.20	2.2485	20.896	0.0051117	30.000	0.033333	12.393	14.509	72.791	12.968	22.560	164.20	2.2485	20.896	0.0051117
-8.5000	4.8430	undefined	12.400	14.519	72.816	30.000	0.033333	12.400	14.519	72.816	12.965	22.552	164.37	2.2406	20.932	0.0051205	30.000	0.033333	12.400	14.519	72.816	12.965	22.552	164.37	2.2406	20.932	0.0051205
-8.0000	4.8528	undefined	12.406	14.530	72.840	30.000	0.033333	12.406	14.530	72.840	12.961	22.544	164.54	2.2329	20.968	0.0051293	30.000	0.033333	12.406	14.530	72.840	12.961	22.544	164.54	2.2329	20.968	0.0051293
-7.5000	4.8626	undefined	12.413	14.541	72.865	30.000	0.033333	12.413	14.541	72.865	12.958	22.536	164.71	2.2252	21.004	0.0051381	30.000	0.033333	12.413	14.541	72.865	12.958	22.536	164.71	2.2252	21.004	0.0051381
-7.0000	4.8725	undefined	12.419	14.552	72.889	30.000	0.033333	12.419	14.552	72.889	12.955	22.528	164.88	2.2175	21.040	0.0051469	30.000	0.033333	12.419	14.552	72.889	12.955	22.528	164.88	2.2175	21.040	0.0051469
-6.5000	4.8823	undefined	12.426	14.562	72.913	30.000	0.033333	12.426	14.562	72.913	12.952	22.520	165.05	2.2099	21.075	0.0051557	30.000	0.033333	12.426	14.562	72.913	12.952	22.520	165.05	2.2099	21.075	0.0051557
-6.0000	4.8921	undefined	12.432	14.573	72.937	30.000	0.033333	12.432	14.573	72.937	12.949	22.512	165.22	2.2023	21.111	0.0051645	30.000	0.033333	12.432	14.573	72.937	12.949	22.512	165.22	2.2023	21.111	0.0051645
-5.5000	4.9019	undefined	12.439	14.584	72.962	30.000	0.033333	12.439	14.584	72.962	12.946	22.505	165.38	2.1948	21.147	0.0051733	30.000	0.033333	12.439	14.584	72.962	12.946	22.505	165.38	2.1948	21.147	0.0051733
-5.0000	4.9117	undefined	12.445	14.595	72.986	30.000	0.033333	12.445	14.595	72.986	12.943	22.497	165.55	2.1873	21.183	0.0051821	30.000	0.033333	12.445	14.595	72.986	12.943	22.497	165.55	2.1873	21.183	0.0051821
-4.5000	4.9215	undefined	12.452	14.605	73.010	30.000	0.033333	12.452	14.605	73.010	12.940	22.489	165.72	2.1798	21.219	0.0051908	30.000	0.033333	12.452	14.605	73.010	12.940	22.489	165.72	2.1798	21.219	0.0051908
-4.0000	4.9313	undefined	12.458	14.616	73.034	30.000	0.033333	12.458	14.616	73.034	12.937	22.482	165.89	2.1724	21.255	0.0051996	30.000	0.033333	12.458	14.616	73.034	12.937	22.482	165.89	2.1724	21.255	0.0051996
-3.5000	4.9412	undefined	12.465	14.627	73.058	30.000	0.033333	12.465	14.627	73.058	12.934	22.474	166.06	2.1651	21.291	0.0052084	30.000	0.033333	12.465	14.627	73.058	12.934	22.474	166.06	2.1651	21.291	0.0052084
-3.0000	4.9510	undefined	12.471	14.638	73.082	30.000	0.033333	12.471	14.638	73.082	12.931	22.467	166.22	2.1578	21.327	0.0052171	30.000	0.033333	12.471	14.638	73.082	12.931	22.467	166.22	2.1578	21.327	0.0052171
-2.5000	4.9608	undefined	12.477	14.649	73.106	30.000	0.033333	12.477	14.649	73.106	12.928	22.459	166.39	2.1505	21.363	0.0052259	30.000	0.033333	12.477	14.649	73.106	12.928	22.459	166.39	2.1505	21.363	0.0052259
-2.0000	4.9706	undefined	12.484	14.659	73.130	30.000	0.033333	12.484	14.659	73.130	12.925	22.452	166.56	2.1433	21.399	0.0052347	30.000	0.033333	12.484	14.659	73.130	12.925	22.452	166.56	2.1433	21.399	0.0052347
-1.5000	4.9804	undefined	12.490	14.670	73.154	30.000	0.033333	12.490	14.670	73.154	12.922	22.445	166.73	2.1361	21.434	0.0052434	30.000	0.033333	12.490	14.670	73.154	12.922	22.445	166.73	2.1361	21.434	0.0052434
-1.0000	4.9902	undefined	12.497	14.681	73.177	30.000	0.033333	12.497	14.681	73.177	12.919	22.438	166.89	2.1290	21.470	0.0052522	30.000	0.033333	12.497	14.681	73.177	12.919	22.438	166.89	2.1290	21.470	0.0052522
-0.50000	5.0000	undefined	12.503	14.692	73.201	30.000	0.033333	12.503	14.692	73.201	12.917	22.430	167.06	2.1219	21.506	0.0052609	30.000	0.033333	12.503	14.692	73.201	12.917	22.430	167.06	2.1219	21.506	0.0052609
0.0000	5.0098	undefined	12.510	14.702	73.225	30.000	0.033333	12.510	14.702	73.225	12.914	22.423	167.23	2.1148	21.542	0.0052697	30.000	0.033333	12.510	14.702	73.225	12.914	22.423	167.23	2.1148	21.542	0.0052697
0.50000	5.0196	undefined	12.516	14.713	73.248	30.000	0.033333	12.516	14.713	73.248	12.911	22.416	167.39	2.1078	21.578	0.0052784	30.000	0.033333	12.516	14.713	73.248	12.911	22.416	167.39	2.1078	21.578	0.0052784
1.0000	5.0294	undefined	12.523	14.724	73.272	30.000	0.033333	12.523	14.724	73.272	12.908	22.409	167.56	2.1008	21.614	0.0052872	30.000	0.033333	12.523	14.724	73.272	12.908	22.409	167.56	2.1008	21.614	0.0052872
1.5000	5.0392	undefined	12.529	14.735	73.295	30.000	0.033333	12.529	14.735	73.295	12.906	22.402	167.73	2.0938	21.650	0.0052959	30.000	0.033333	12.529	14.735	73.295	12.906	22.402	167.73	2.0938	21.650	0.0052959
2.0000	5.0490	undefined	12.536	14.745	73.319	30.000	0.033333	12.536	14.745	73.319	12.903	22.396	167.89	2.0869	21.686	0.0053047	30.000	0.033333	12.536	14.745	73.319	12.903	22.396	167.89	2.0869	21.686	0.0053047
2.5000	5.0588	undefined	12.542	14.756	73.342	30.000	0.033333	12.542	14.756	73.342	12.900	22.389	168.06	2.0801	21.721	0.0053134	30.000	0.033333	12.542	14.756	73.342	12.900	22.389	168.06	2.0801	21.721	0.0053134
3.0000	5.0686	undefined	12.548	14.767	73.366	30.000	0.033333	12.548	14.767	73.366	12.898	22.382	168.22	2.0733	21.757	0.0053221	30.000	0.033333	12.548	14.767	73.366	12.898	22.382	168.22	2.0733	21.757	0.0053221
3.5000	5.0784	undefined	12.555	14.777	73.389	30.000	0.033333	12.555	14.777	73.389	12.895	22.375	168.39	2.0665	21.793	0.0053308	30.000	0.033333	12.555	14.777	73.389	12.895	22.375	168.39	2.0665	21.793	0.0053308
4.0000	5.0882	undefined	12.561	14.788	73.412	30.000	0.033333	12.561	14.788	73.412	12.892	22.369	168.55	2.0597	21.829	0.0053396	30.000	0.033333	12.561	14.788	73.412	12.892	22.369	168.55	2.0597	21.829	0.0053396
4.5000	5.0980	undefined	12.568	14.799	73.435	30.000	0.033333	12.568	14.799	73.435	12.890	22.362	168.72	2.0530	21.865	0.0053483	30.000	0.033333	12.568	14.799	73.435	12.890	22.362	168.72	2.0530	21.865	0.0053483
5.0000	5.1078	undefined	12.574	14.810	73.459	30.000	0.033333	12.574	14.810	73.459	12.887	22.355	168.88	2.0463	21.901	0.0053570	30.000	0.033333	12.574	14.810	73.459	12.887	22.355	168.88	2.0463	21.901	0.0053570
5.5000	5.1176	undefined	12.581	14.820	73.482	30.000	0.033333	12.581	14.820	73.482	12.885	22.349	169.05	2.0397	21.936	0.0053657	30.000	0.033333	12.581	14.820	73.482	12.885	22.349	169.05	2.0397	21.936	0.0053657
6.0000	5.1274	undefined	12.587	14.831	73.505	30.000	0.033333	12.587	14.831	73.505	12.882	22.342	169.21	2.0331	21.972	0.0053744	30.000	0.033333	12.587	14.831	73.505	12.882	22.342	169.21	2.0331	21.972	0.0053744
6.5000	5.1372	undefined	12.594	14.842	73.528	30.000	0.033333	12.594	14.842	73.528	12.880	22.336	169.38	2.0266	22.008	0.0053831	30.000	0.033333	12.594	14.842	73.528	12.880	22.336	169.38	2.0266	22.008	0.0053831
7.0000	5.1469	undefined	12.600	14.853	73.551	30.000	0.033333	12.600	14.853	73.551	12.877	22.330	169.54	2.0200	22.044	0.0053918	30.000	0.033333	12.600	14.853	73.551	12.877	22.330	169.54	2.0200	22.044	0.0053918
7.5000	5.1567	undefined	12.606	14.863	73.574	30.000	0.033333	12.606	14.863	73.574	12.875	22.323	169.70	2.0135	22.080	0.0054005	30.000	0.033333	12.606	14.863	73.574	12.875	22.323	169.70	2.0135	22.080	0.0054005
