# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-48.000	6.5347	undefined	11.759	13.475	66.180	50.000	0.020000	11.759	13.475	66.180	14.037	25.682	147.48	3.0279	18.333	0.0045411	50.000	0.020000	11.759	13.475	66.180	14.037	25.682	147.48	3.0279	18.333	0.0045411
-47.500	6.5518	undefined	11.766	13.486	66.211	50.000	0.020000	11.766	13.486	66.211	14.021	25.646	147.68	3.0144	18.369	0.0045503	50.000	0.020000	11.766	13.486	66.211	14.021	25.646	147.68	3.0144	18.369	0.0045503
-47.000	6.5689	undefined	11.773	13.498	66.242	50.000	0.020000	11.773	13.498	66.242	14.006	25.610	147.89	3.0011	18.405	0.0045594	50.000	0.020000	11.773	13.498	66.242	14.006	25.610	147.89	3.0011	18.405	0.0045594
-46.500	6.5860	undefined	11.780	13.509	66.273	50.000	0.020000	11.780	13.509	66.273	13.991	25.575	148.09	2.9879	18.442	0.0045685	50.000	0.020000	11.780	13.509	66.273	13.991	25.575	148.09	2.9879	18.442	0.0045685
-46.000	6.6030	undefined	11.787	13.521	66.304	50.000	0.020000	11.787	13.521	66.304	13.977	25.541	148.30	2.9748	18.478	0.0045776	50.000	0.020000	11.787	13.521	66.304	13.977	25.541	148.30	2.9748	18.478	0.0045776
-45.500	6.6201	undefined	11.794	13.532	66.335	50.000	0.020000	11.794	13.532	66.335	13.962	25.507	148.50	2.9618	18.514	0.0045867	50.000	0.020000	11.794	13.532	66.335	13.962	25.507	148.50	2.9618	18.514	0.0045867
-45.000	6.6372	undefined	11.801	13.544	66.365	50.000	0.020000	11.801	13.544	66.365	13.948	25.473	148.71	2.9490	18.551	0.0045958	50.000	0.020000	11.801	13.544	66.365	13.948	25.473	148.71	2.9490	18.551	0.0045958
-44.500	6.6542	undefined	11.808	13.555	66.396	50.000	0.020000	11.808	13.555	66.396	13.934	25.440	148.91	2.9362	18.587	0.0046049	50.000	0.020000	11.808	13.555	66.396	13.934	25.440	148.91	2.9362	18.587	0.0046049
-44.000	6.6713	undefined	11.815	13.567	66.426	50.000	0.020000	11.815	13.567	66.426	13.920	25.407	149.11	2.9235	18.623	0.0046140	50.000	0.020000	11.815	13.567	66.426	13.920	25.407	149.11	2.9235	18.623	0.0046140
-43.500	6.6883	undefined	11.822	13.578	66.457	50.000	0.020000	11.822	13.578	66.457	13.907	25.375	149.31	2.9110	18.659	0.0046231	50.000	0.020000	11.822	13.578	66.457	13.907	25.375	149.31	2.9110	18.659	0.0046231
-43.000	6.7054	undefined	11.829	13.590	66.487	50.000	0.020000	11.829	13.590	66.487	13.894	25.343	149.51	2.8985	18.696	0.0046321	50.000	0.020000	11.829	13.590	66.487	13.894	25.343	149.51	2.8985	18.696	0.0046321
-42.500	6.7224	undefined	11.836	13.601	66.517	50.000	0.020000	11.836	13.601	66.517	13.880	25.312	149.72	2.8861	18.732	0.0046412	50.000	0.020000	11.836	13.601	66.517	13.880	25.312	149.72	2.8861	18.732	0.0046412
-42.000	6.7394	undefined	11.843	13.612	66.547	50.000	0.020000	11.843	13.612	66.547	13.868	25.281	149.92	2.8739	18.768	0.0046503	50.000	0.020000	11.843	13.612	66.547	13.868	25.281	149.92	2.8739	18.768	0.0046503
-41.500	6.7565	undefined	11.850	13.624	66.577	50.000	0.020000	11.850	13.624	66.577	13.855	25.251	150.12	2.8617	18.805	0.0046594	50.000	0.020000	11.850	13.624	66.577	13.855	25.251	150.12	2.8617	18.805	0.0046594
-41.000	6.7735	undefined	11.857	13.635	66.607	50.000	0.020000	11.857	13.635	66.607	13.842	25.221	150.32	2.8496	18.841	0.0046685	50.000	0.020000	11.857	13.635	66.607	13.842	25.221	150.32	2.8496	18.841	0.0046685
-40.500	6.7905	undefined	11.863	13.647	66.637	50.000	0.020000	11.863	13.647	66.637	13.830	25.191	150.52	2.8376	18.877	0.0046775	50.000	0.020000	11.863	13.647	66.637	13.830	25.191	150.52	2.8376	18.877	0.0046775
-40.000	6.8075	undefined	11.870	13.658	66.666	50.000	0.020000	11.870	13.658	66.666	13.818	25.162	150.72	2.8258	18.914	0.0046866	50.000	0.020000	11.870	13.658	66.666	13.818	25.162	150.72	2.8258	18.914	0.0046866
-39.500	6.8245	undefined	11.877	13.669	66.696	50.000	0.020000	11.877	13.669	66.696	13.806	25.133	150.91	2.8140	18.950	0.0046957	50.000	0.020000	11.877	13.669	66.696	13.806	25.133	150.91	2.8140	18.950	0.0046957
-39.000	6.8415	undefined	11.884	13.681	66.725	50.000	0.020000	11.884	13.681	66.725	13.794	25.104	151.11	2.8023	18.986	0.0047047	50.000	0.020000	11.884	13.681	66.725	13.794	25.104	151.11	2.8023	18.986	0.0047047
-38.500	6.8584	undefined	11.891	13.692	66.755	50.000	0.020000	11.891	13.692	66.755	13.783	25.076	151.31	2.7907	19.023	0.0047138	50.000	0.020000	11.891	13.692	66.755	13.783	25.076	151.31	2.7907	19.023	0.0047138
-38.000	6.8754	undefined	11.898	13.703	66.784	50.000	0.020000	11.898	13.703	66.784	13.771	25.048	151.51	2.7791	19.059	0.0047229	50.000	0.020000	11.898	13.703	66.784	13.771	25.048	151.51	2.7791	19.059	0.0047229
-37.500	6.8924	undefined	11.905	13.715	66.813	50.000	0.020000	11.905	13.715	66.813	13.760	25.021	151.70	2.7677	19.095	0.0047319	50.000	0.020000	11.905	13.715	66.813	13.760	25.021	151.70	2.7677	19.095	0.0047319
-37.000	6.9094	undefined	11.912	13.726	66.843	50.000	0.020000	11.912	13.726	66.843	13.749	24.994	151.90	2.7564	19.131	0.0047410	50.000	0.020000	11.912	13.726	66.843	13.749	24.994	151.90	2.7564	19.131	0.0047410
-36.500	6.9263	undefined	11.919	13.737	66.872	50.000	0.020000	11.919	13.737	66.872	13.738	24.967	152.10	2.7451	19.168	0.0047500	50.000	0.020000	11.919	13.737	66.872	13.738	24.967	152.10	2.7451	19.168	0.0047500
-36.000	6.9433	undefined	11.925	13.749	66.901	50.000	0.020000	11.925	13.749	66.901	13.727	24.941	152.29	2.7339	19.204	0.0047591	50.000	0.020000	11.925	13.749	66.901	13.727	24.941	152.29	2.7339	19.204	0.0047591
-35.500	6.9602	undefined	11.932	13.760	66.929	50.000	0.020000	11.932	13.760	66.929	13.716	24.915	152.49	2.7228	19.240	0.0047681	50.000	0.020000	11.932	13.760	66.929	13.716	24.915	152.49	2.7228	19.240	0.0047681
-35.000	6.9772	undefined	11.939	13.771	66.958	50.000	0.020000	11.939	13.771	66.958	13.706	24.889	152.68	2.7118	19.277	0.0047772	50.000	0.020000	11.939	13.771	66.958	13.706	24.889	152.68	2.7118	19.277	0.0047772
-34.500	6.9941	undefined	11.946	13.783	66.987	50.000	0.020000	11.946	13.783	66.987	13.696	24.864	152.88	2.7009	19.313	0.0047862	50.000	0.020000	11.946	13.783	66.987	13.696	24.864	152.88	2.7009	19.313	0.0047862
-34.000	7.0110	undefined	11.953	13.794	67.016	50.000	0.020000	11.953	13.794	67.016	13.685	24.839	153.07	2.6900	19.349	0.0047952	50.000	0.020000	11.953	13.794	67.016	13.685	24.839	153.07	2.6900	19.349	0.0047952
-33.500	7.0280	undefined	11.960	13.805	67.044	50.000	0.020000	11.960	13.805	67.044	13.675	24.814	153.27	2.6792	19.386	0.0048043	50.000	0.020000	11.960	13.805	67.044	13.675	24.814	153.27	2.6792	19.386	0.0048043
-33.000	7.0449	undefined	11.967	13.816	67.073	50.000	0.020000	11.967	13.816	67.073	13.665	24.789	153.46	2.6686	19.422	0.0048133	50.000	0.020000	11.967	13.816	67.073	13.665	24.789	153.46	2.6686	19.422	0.0048133
-32.500	7.0618	undefined	11.973	13.828	67.101	50.000	0.020000	11.973	13.828	67.101	13.656	24.765	153.65	2.6579	19.458	0.0048223	50.000	0.020000	11.973	13.828	67.101	13.656	24.765	153.65	2.6579	19.458	0.0048223
-32.000	7.0787	undefined	11.980	13.839	67.129	50.000	0.020000	11.980	13.839	67.129	13.646	24.741	153.84	2.6474	19.494	0.0048313	50.000	0.020000	11.980	13.839	67.129	13.646	24.741	153.84	2.6474	19.494	0.0048313
-31.500	7.0956	undefined	11.987	13.850	67.158	50.000	0.020000	11.987	13.850	67.158	13.636	24.717	154.04	2.6369	19.531	0.0048404	50.000	0.020000	11.987	13.850	67.158	13.636	24.717	154.04	2.6369	19.531	0.0048404
-31.000	7.1125	undefined	11.994	13.861	67.186	50.000	0.020000	11.994	13.861	67.186	13.627	24.694	154.23	2.6265	19.567	0.0048494	50.000	0.020000	11.994	13.861	67.186	13.627	24.694	154.23	2.6265	19.567	0.0048494
-30.500	7.1294	undefined	12.001	13.873	67.214	50.000	0.020000	12.001	13.873	67.214	13.618	24.671	154.42	2.6162	19.603	0.0048584	50.000	0.020000	12.001	13.873	67.214	13.618	24.671	154.42	2.6162	19.603	0.0048584
-30.000	7.1463	undefined	12.007	13.884	67.242	50.000	0.020000	12.007	13.884	67.242	13.608	24.648	154.61	2.6060	19.640	0.0048674	50.000	0.020000	12.007	13.884	67.242	13.608	24.648	154.61	2.6060	19.640	0.0048674
-29.500	7.1632	undefined	12.014	13.895	67.270	50.000	0.020000	12.014	13.895	67.270	13.599	24.625	154.80	2.5958	19.676	0.0048764	50.000	0.020000	12.014	13.895	67.270	13.599	24.625	154.80	2.5958	19.676	0.0048764
-29.000	7.1801	undefined	12.021	13.906	67.298	50.000	0.020000	12.021	13.906	67.298	13.590	24.603	154.99	2.5857	19.712	0.0048854	50.000	0.020000	12.021	13.906	67.298	13.590	24.603	154.99	2.5857	19.712	0.0048854
-28.500	7.1970	undefined	12.028	13.918	67.326	50.000	0.020000	12.028	13.918	67.326	13.582	24.581	155.18	2.5757	19.748	0.0048944	50.000	0.020000	12.028	13.918	67.326	13.582	24.581	155.18	2.5757	19.748	0.0048944
-28.000	7.2138	undefined	12.035	13.929	67.353	50.000	0.020000	12.035	13.929	67.353	13.573	24.559	155.37	2.5657	19.785	0.0049034	50.000	0.020000	12.035	13.929	67.353	13.573	24.559	155.37	2.5657	19.785	0.0049034
-27.500	7.2307	undefined	12.041	13.940	67.381	50.000	0.020000	12.041	13.940	67.381	13.564	24.537	155.56	2.5558	19.821	0.0049124	50.000	0.020000	12.041	13.940	67.381	13.564	24.537	155.56	2.5558	19.821	0.0049124
-27.000	7.2476	undefined	12.048	13.951	67.409	50.000	0.020000	12.048	13.951	67.409	13.556	24.516	155.75	2.5460	19.857	0.0049214	50.000	0.020000	12.048	13.951	67.409	13.556	24.516	155.75	2.5460	19.857	0.0049214
-26.500	7.2644	undefined	12.055	13.962	67.436	50.000	0.020000	12.055	13.962	67.436	13.547	24.495	155.94	2.5363	19.893	0.0049304	50.000	0.020000	12.055	13.962	67.436	13.547	24.495	155.94	2.5363	19.893	0.0049304
-26.000	7.2813	undefined	12.062	13.974	67.464	50.000	0.020000	12.062	13.974	67.464	13.539	24.474	156.13	2.5266	19.930	0.0049394	50.000	0.020000	12.062	13.974	67.464	13.539	24.474	156.13	2.5266	19.930	0.0049394
-25.500	7.2981	undefined	12.068	13.985	67.491	50.000	0.020000	12.068	13.985	67.491	13.531	24.453	156.32	2.5169	19.966	0.0049484	50.000	0.020000	12.068	13.985	67.491	13.531	24.453	156.32	2.5169	19.966	0.0049484
-25.000	7.3150	undefined	12.075	13.996	67.518	50.000	0.020000	12.075	13.996	67.518	13.523	24.432	156.51	2.5074	20.002	0.0049574	50.000	0.020000	12.075	13.996	67.518	13.523	24.432	156.51	2.5074	20.002	0.0049574
-24.500	7.3318	undefined	12.082	14.007	67.545	50.000	0.020000	12.082	14.007	67.545	13.515	24.412	156.69	2.4979	20.039	0.0049664	50.000	0.020000	12.082	14.007	67.545	13.515	24.412	156.69	2.4979	20.039	0.0049664
-24.000	7.3486	undefined	12.089	14.018	67.572	50.000	0.020000	12.089	14.018	67.572	13.507	24.392	156.88	2.4885	20.075	0.0049753	50.000	0.020000	12.089	14.018	67.572	13.507	24.392	156.88	2.4885	20.075	0.0049753
-23.500	7.3655	undefined	12.096	14.030	67.600	50.000	0.020000	12.096	14.030	67.600	13.499	24.372	157.07	2.4791	20.111	0.0049843	50.000	0.020000	12.096	14.030	67.600	13.499	24.372	157.07	2.4791	20.111	0.0049843
-23.000	7.3823	undefined	12.102	14.041	67.627	50.000	0.020000	12.102	14.041	67.627	13.491	24.353	157.25	2.4698	20.147	0.0049933	50.000	0.020000	12.102	14.041	67.627	13.491	24.353	157.25	2.4698	20.147	0.0049933
-22.500	7.3991	undefined	12.109	14.052	67.654	50.000	0.020000	12.109	14.052	67.654	13.483	24.333	157.44	2.4606	20.184	0.0050022	50.000	0.020000	12.109	14.052	67.654	13.483	24.333	157.44	2.4606	20.184	0.0050022
-22.000	7.4160	undefined	12.116	14.063	67.680	50.000	0.020000	12.116	14.063	67.680	13.476	24.314	157.63	2.4514	20.220	0.0050112	50.000	0.020000	12.116	14.063	67.680	13.476	24.314	157.63	2.4514	20.220	0.0050112
-21.500	7.4328	undefined	12.122	14.074	67.707	50.000	0.020000	12.122	14.074	67.707	13.468	24.295	157.81	2.4423	20.256	0.0050202	50.000	0.020000	12.122	14.074	67.707	13.468	24.295	157.81	2.4423	20.256	0.0050202
-21.000	7.4496	undefined	12.129	14.085	67.734	50.000	0.020000	12.129	14.085	67.734	13.461	24.276	158.00	2.4332	20.292	0.0050291	50.000	0.020000	12.129	14.085	67.734	13.461	24.276	158.00	2.4332	20.292	0.0050291
-20.500	7.4664	undefined	12.136	14.097	67.761	50.000	0.020000	12.136	14.097	67.761	13.454	24.257	158.18	2.4242	20.329	0.0050381	50.000	0.020000	12.136	14.097	67.761	13.454	24.257	158.18	2.4242	20.329	0.0050381
-20.000	7.4832	undefined	12.143	14.108	67.787	50.000	0.020000	12.143	14.108	67.787	13.447	24.239	158.37	2.4153	20.365	0.0050470	50.000	0.020000	12.143	14.108	67.787	13.447	24.239	158.37	2.4153	20.365	0.0050470
-19.500	7.5000	undefined	12.149	14.119	67.814	50.000	0.020000	12.149	14.119	67.814	13.439	24.221	158.55	2.4064	20.401	0.0050560	50.000	0.020000	12.149	14.119	67.814	13.439	24.221	158.55	2.4064	20.401	0.0050560
-19.000	7.5168	undefined	12.156	14.130	67.840	50.000	0.020000	12.156	14.130	67.840	13.432	24.202	158.74	2.3976	20.437	0.0050649	50.000	0.020000	12.156	14.130	67.840	13.432	24.202	158.74	2.3976	20.437	0.0050649
-18.500	7.5336	undefined	12.163	14.141	67.867	50.000	0.020000	12.163	14.141	67.867	13.425	24.184	158.92	2.3888	20.474	0.0050738	50.000	0.020000	12.163	14.141	67.867	13.425	24.184	158.92	2.3888	20.474	0.0050738
-18.000	7.5504	undefined	12.170	14.152	67.893	50.000	0.020000	12.170	14.152	67.893	13.419	24.167	159.10	2.3801	20.510	0.0050828	50.000	0.020000	12.170	14.152	67.893	13.419	24.167	159.10	2.3801	20.510	0.0050828
-17.500	7.5672	undefined	12.176	14.163	67.919	50.000	0.020000	12.176	14.163	67.919	13.412	24.149	159.29	2.3714	20.546	0.0050917	50.000	0.020000	12.176	14.163	67.919	13.412	24.149	159.29	2.3714	20.546	0.0050917
-17.000	7.5840	undefined	12.183	14.174	67.945	50.000	0.020000	12.183	14.174	67.945	13.405	24.132	159.47	2.3628	20.582	0.0051006	50.000	0.020000	12.183	14.174	67.945	13.405	24.132	159.47	2.3628	20.582	0.0051006
-16.500	7.6007	undefined	12.190	14.185	67.971	50.000	0.020000	12.190	14.185	67.971	13.398	24.114	159.65	2.3543	20.619	0.0051096	50.000	0.020000	12.190	14.185	67.971	13.398	24.114	159.65	2.3543	20.619	0.0051096
-16.000	7.6175	undefined	12.196	14.197	67.998	50.000	0.020000	12.196	14.197	67.998	13.392	24.097	159.84	2.3458	20.655	0.0051185	50.000	0.020000	12.196	14.197	67.998	13.392	24.097	159.84	2.3458	20.655	0.0051185
-15.500	7.6343	undefined	12.203	14.208	68.024	50.000	0.020000	12.203	14.208	68.024	13.385	24.080	160.02	2.3373	20.691	0.0051274	50.000	0.020000	12.203	14.208	68.024	13.385	24.080	160.02	2.3373	20.691	0.0051274
-15.000	7.6511	undefined	12.210	14.219	68.049	50.000	0.020000	12.210	14.219	68.049	13.379	24.064	160.20	2.3290	20.727	0.0051363	50.000	0.020000	12.210	14.219	68.049	13.379	24.064	160.20	2.3290	20.727	0.0051363
-14.500	7.6678	undefined	12.216	14.230	68.075	50.000	0.020000	12.216	14.230	68.075	13.372	24.047	160.38	2.3206	20.763	0.0051452	50.000	0.020000	12.216	14.230	68.075	13.372	24.047	160.38	2.3206	20.763	0.0051452
-14.000	7.6846	undefined	12.223	14.241	68.101	50.000	0.020000	12.223	14.241	68.101	13.366	24.031	160.56	2.3123	20.800	0.0051541	50.000	0.020000	12.223	14.241	68.101	13.366	24.031	160.56	2.3123	20.800	0.0051541
-13.500	7.7013	undefined	12.230	14.252	68.127	50.000	0.020000	12.230	14.252	68.127	13.360	24.014	160.74	2.3041	20.836	0.0051630	50.000	0.020000	12.230	14.252	68.127	13.360	24.014	160.74	2.3041	20.836	0.0051630
-13.000	7.7181	undefined	12.236	14.263	68.153	50.000	0.020000	12.236	14.263	68.153	13.354	23.998	160.92	2.2959	20.872	0.0051720	50.000	0.020000	12.236	14.263	68.153	13.354	23.998	160.92	2.2959	20.872	0.0051720
-12.500	7.7348	undefined	12.243	14.274	68.178	50.000	0.020000	12.243	14.274	68.178	13.347	23.982	161.11	2.2878	20.908	0.0051808	50.000	0.020000	12.243	14.274	68.178	13.347	23.982	161.11	2.2878	20.908	0.0051808
-12.000	7.7516	undefined	12.250	14.285	68.204	50.000	0.020000	12.250	14.285	68.204	13.341	23.966	161.29	2.2797	20.945	0.0051897	50.000	0.020000	12.250	14.285	68.204	13.341	23.966	161.29	2.2797	20.945	0.0051897
-11.500	7.7683	undefined	12.256	14.296	68.229	50.000	0.020000	12.256	14.296	68.229	13.335	23.951	161.47	2.2717	20.981	0.0051986	50.000	0.020000	12.256	14.296	68.229	13.335	23.951	161.47	2.2717	20.981	0.0051986
-11.000	7.7851	undefined	12.263	14.307	68.255	50.000	0.020000	12.263	14.307	68.255	13.329	23.935	161.65	2.2637	21.017	0.0052075	50.000	0.020000	12.263	14.307	68.255	13.329	23.935	161.65	2.2637	21.017	0.0052075
-10.500	7.8018	undefined	12.270	14.318	68.280	50.000	0.020000	12.270	14.318	68.280	13.324	23.920	161.83	2.2558	21.053	0.0052164	50.000	0.020000	12.270	14.318	68.280	13.324	23.920	161.83	2.2558	21.053	0.0052164
-10.000	7.8186	undefined	12.276	14.330	68.306	50.000	0.020000	12.276	14.330	68.306	13.318	23.904	162.00	2.2479	21.089	0.0052253	50.000	0.020000	12.276	14.330	68.306	13.318	23.904	162.00	2.2479	21.089	0.0052253
-9.5000	7.8353	undefined	12.283	14.341	68.331	50.000	0.020000	12.283	14.341	68.331	13.312	23.889	162.18	2.2401	21.126	0.0052342	50.000	0.020000	12.283	14.341	68.331	13.312	23.889	162.18	2.2401	21.126	0.0052342
-9.0000	7.8520	undefined	12.290	14.352	68.356	50.000	0.020000	12.290	14.352	68.356	13.306	23.874	162.36	2.2323	21.162	0.0052430	50.000	0.020000	12.290	14.352	68.356	13.306	23.874	162.36	2.2323	21.162	0.0052430
-8.5000	7.8687	undefined	12.296	14.363	68.381	50.000	0.020000	12.296	14.363	68.381	13.301	23.859	162.54	2.2246	21.198	0.0052519	50.000	0.020000	12.296	14.363	68.381	13.301	23.859	162.54	2.2246	21.198	0.0052519
-8.0000	7.8855	undefined	12.303	14.374	68.406	50.000	0.020000	12.303	14.374	68.406	13.295	23.845	162.72	2.2169	21.234	0.0052608	50.000	0.020000	12.303	14.374	68.406	13.295	23.845	162.72	2.2169	21.234	0.0052608
-7.5000	7.9022	undefined	12.310	14.385	68.431	50.000	0.020000	12.310	14.385	68.431	13.290	23.830	162.90	2.2092	21.270	0.0052696	50.000	0.020000	12.310	14.385	68.431	13.290	23.830	162.90	2.2092	21.270	0.0052696
-7.0000	7.9189	undefined	12.316	14.396	68.456	50.000	0.020000	12.316	14.396	68.456	13.284	23.816	163.07	2.2016	21.306	0.0052785	50.000	0.020000	12.316	14.396	68.456	13.284	23.816	163.07	2.2016	21.306	0.0052785
-6.5000	7.9356	undefined	12.323	14.407	68.481	50.000	0.020000	12.323	14.407	68.481	13.279	23.801	163.25	2.1941	21.343	0.0052873	50.000	0.020000	12.323	14.407	68.481	13.279	23.801	163.25	2.1941	21.343	0.0052873
-6.0000	7.9523	undefined	12.330	14.418	68.506	50.000	0.020000	12.330	14.418	68.506	13.273	23.787	163.43	2.1865	21.379	0.0052962	50.000	0.020000	12.330	14.418	68.506	13.273	23.787	163.43	2.1865	21.379	0.0052962
-5.5000	7.9690	undefined	12.336	14.429	68.531	50.000	0.020000	12.336	14.429	68.531	13.268	23.773	163.61	2.1791	21.415	0.0053050	50.000	0.020000	12.336	14.429	68.531	13.268	23.773	163.61	2.1791	21.415	0.0053050
-5.0000	7.9857	undefined	12.343	14.440	68.556	50.000	0.020000	12.343	14.440	68.556	13.263	23.759	163.78	2.1716	21.451	0.0053139	50.000	0.020000	12.343	14.440	68.556	13.263	23.759	163.78	2.1716	21.451	0.0053139
-4.5000	8.0024	undefined	12.350	14.451	68.580	50.000	0.020000	12.350	14.451	68.580	13.258	23.745	163.96	2.1643	21.487	0.0053227	50.000	0.020000	12.350	14.451	68.580	13.258	23.745	163.96	2.1643	21.487	0.0053227
-4.0000	8.0191	undefined	12.356	14.462	68.605	50.000	0.020000	12.356	14.462	68.605	13.252	23.731	164.14	2.1569	21.523	0.0053316	50.000	0.020000	12.356	14.462	68.605	13.252	23.731	164.14	2.1569	21.523	0.0053316
-3.5000	8.0358	undefined	12.363	14.473	68.630	50.000	0.020000	12.363	14.473	68.630	13.247	23.718	164.31	2.1496	21.560	0.0053404	50.000	0.020000	12.363	14.473	68.630	13.247	23.718	164.31	2.1496	21.560	0.0053404
-3.0000	8.0525	undefined	12.369	14.484	68.654	50.000	0.020000	12.369	14.484	68.654	13.242	23.704	164.49	2.1424	21.596	0.0053492	50.000	0.020000	12.369	14.484	68.654	13.242	23.704	164.49	2.1424	21.596	0.0053492
-2.5000	8.0692	undefined	12.376	14.495	68.679	50.000	0.020000	12.376	14.495	68.679	13.237	23.691	164.66	2.1352	21.632	0.0053580	50.000	0.020000	12.376	14.495	68.679	13.237	23.691	164.66	2.1352	21.632	0.0053580
-2.0000	8.0859	undefined	12.383	14.506	68.703	50.000	0.020000	12.383	14.506	68.703	13.232	23.678	164.84	2.1280	21.668	0.0053669	50.000	0.020000	12.383	14.506	68.703	13.232	23.678	164.84	2.1280	21.668	0.0053669
-1.5000	8.1026	undefined	12.389	14.517	68.727	50.000	0.020000	12.389	14.517	68.727	13.227	23.664	165.01	2.1209	21.704	0.0053757	50.000	0.020000	12.389	14.517	68.727	13.227	23.664	165.01	2.1209	21.704	0.0053757
-1.0000	8.1193	undefined	12.396	14.528	68.752	50.000	0.020000	12.396	14.528	68.752	13.223	23.651	165.19	2.1138	21.740	0.0053845	50.000	0.020000	12.396	14.528	68.752	13.223	23.651	165.19	2.1138	21.740	0.0053845
-0.50000	8.1360	undefined	12.402	14.539	68.776	50.000	0.020000	12.402	14.539	68.776	13.218	23.638	165.36	2.1068	21.776	0.0053933	50.000	0.020000	12.402	14.539	68.776	13.218	23.638	165.36	2.1068	21.776	0.0053933
0.0000	8.1526	undefined	12.409	14.550	68.800	50.000	0.020000	12.409	14.550	68.800	13.213	23.625	165.54	2.0998	21.812	0.0054021	50.000	0.020000	12.409	14.550	68.800	13.213	23.625	165.54	2.0998	21.812	0.0054021
0.50000	8.1693	undefined	12.416	14.561	68.824	50.000	0.020000	12.416	14.561	68.824	13.208	23.613	165.71	2.0928	21.849	0.0054109	50.000	0.020000	12.416	14.561	68.824	13.208	23.613	165.71	2.0928	21.849	0.0054109
1.0000	8.1860	undefined	12.422	14.572	68.848	50.000	0.020000	12.422	14.572	68.848	13.204	23.600	165.89	2.0859	21.885	0.0054197	50.000	0.020000	12.422	14.572	68.848	13.204	23.600	165.89	2.0859	21.885	0.0054197
1.5000	8.2027	undefined	12.429	14.583	68.873	50.000	0.020000	12.429	14.583	68.873	13.199	23.588	166.06	2.0790	21.921	0.0054285	50.000	0.020000	12.429	14.583	68.873	13.199	23.588	166.06	2.0790	21.921	0.0054285
2.0000	8.2193	undefined	12.436	14.594	68.897	50.000	0.020000	12.436	14.594	68.897	13.194	23.575	166.23	2.0721	21.957	0.0054373	50.000	0.020000	12.436	14.594	68.897	13.194	23.575	166.23	2.0721	21.957	0.0054373
2.5000	8.2360	undefined	12.442	14.605	68.920	50.000	0.020000	12.442	14.605	68.920	13.190	23.563	166.41	2.0653	21.993	0.0054460	50.000	0.020000	12.442	14.605	68.920	13.190	23.563	166.41	2.0653	21.993	0.0054460
3.0000	8.2527	undefined	12.449	14.616	68.944	50.000	0.020000	12.449	14.616	68.944	13.185	23.551	166.58	2.0586	22.029	0.0054548	50.000	0.020000	12.449	14.616	68.944	13.185	23.551	166.58	2.0586	22.029	0.0054548
3.5000	8.2693	undefined	12.455	14.627	68.968	50.000	0.020000	12.455	14.627	68.968	13.181	23.538	166.75	2.0518	22.065	0.0054636	50.000	0.020000	12.455	14.627	68.968	13.181	23.538	166.75	2.0518	22.065	0.0054636
4.0000	8.2860	undefined	12.462	14.638	68.992	50.000	0.020000	12.462	14.638	68.992	13.176	23.526	166.92	2.0451	22.101	0.0054724	50.000	0.020000	12.462	14.638	68.992	13.176	23.526	166.92	2.0451	22.101	0.0054724
4.5000	8.3026	undefined	12.468	14.649	69.016	50.000	0.020000	12.468	14.649	69.016	13.172	23.515	167.10	2.0385	22.137	0.0054811	50.000	0.020000	12.468	14.649	69.016	13.172	23.515	167.10	2.0385	22.137	0.0054811
5.0000	8.3193	undefined	12.475	14.660	69.039	50.000	0.020000	12.475	14.660	69.039	13.168	23.503	167.27	2.0319	22.173	0.0054899	50.000	0.020000	12.475	14.660	69.039	13.168	23.503	167.27	2.0319	22.173	0.0054899
5.5000	8.3359	undefined	12.482	14.671	69.063	50.000	0.020000	12.482	14.671	69.063	13.163	23.491	167.44	2.0253	22.210	0.0054987	50.000	0.020000	12.482	14.671	69.063	13.163	23.491	167.44	2.0253	22.210	0.0054987
6.0000	8.3526	undefined	12.488	14.681	69.087	50.000	0.020000	12.488	14.681	69.087	13.159	23.479	167.61	2.0187	22.246	0.0055074	50.000	0.020000	12.488	14.681	69.087	13.159	23.479	167.61	2.0187	22.246	0.0055074
6.5000	8.3692	undefined	12.495	14.692	69.110	50.000	0.020000	12.495	14.692	69.110	13.155	23.468	167.78	2.0122	22.282	0.0055162	50.000	0.020000	12.495	14.692	69.110	13.155	23.468	167.78	2.0122	22.282	0.0055162
7.0000	8.3859	undefined	12.501	14.703	69.134	50.000	0.020000	12.501	14.703	69.134	13.151	23.456	167.95	2.0057	22.318	0.0055249	50.000	0.020000	12.501	14.703	69.134	13.151	23.456	167.95	2.0057	22.318	0.0055249
