# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-89.500	2.6272	0.47648	5.8438	6.5337	35.782	2814.1	0.00035535	0.82840	0.84065	4.7831	20.682	45.535	589.80	-0.054400	381.25	0.063745	24.047	0.041584	11.354	12.789	69.843	14.184	25.010	134.18	4.7537	15.071	0.0036231
-89.000	2.6879	0.48672	5.9646	6.6704	36.440	2810.6	0.00035580	0.85102	0.86358	4.9062	20.655	45.573	588.34	-0.054122	378.76	0.063554	24.560	0.040716	11.357	12.794	69.693	14.208	25.077	134.29	4.7235	15.111	0.0036353
-88.500	2.7495	0.49713	6.0868	6.8088	37.102	2807.0	0.00035625	0.87367	0.88653	5.0291	20.628	45.612	586.88	-0.053841	376.29	0.063363	25.081	0.039870	11.360	12.799	69.545	14.231	25.146	134.39	4.6937	15.152	0.0036477
-88.000	2.8122	0.50771	6.2104	6.9488	37.770	2803.4	0.00035671	0.89633	0.90950	5.1517	20.601	45.652	585.41	-0.053556	373.84	0.063172	25.611	0.039046	11.363	12.805	69.398	14.255	25.215	134.50	4.6641	15.192	0.0036600
-87.500	2.8760	0.51846	6.3352	7.0904	38.444	2799.8	0.00035716	0.91900	0.93249	5.2741	20.574	45.692	583.94	-0.053268	371.40	0.062981	26.148	0.038244	11.366	12.810	69.251	14.278	25.285	134.60	4.6347	15.233	0.0036724
-87.000	2.9408	0.52939	6.4615	7.2337	39.123	2796.2	0.00035762	0.94170	0.95550	5.3963	20.548	45.734	582.47	-0.052976	368.99	0.062790	26.694	0.037462	11.368	12.815	69.105	14.302	25.356	134.70	4.6057	15.274	0.0036849
-86.500	3.0068	0.54048	6.5890	7.3786	39.807	2792.7	0.00035808	0.96440	0.97854	5.5182	20.522	45.776	581.00	-0.052681	366.59	0.062599	27.248	0.036699	11.371	12.820	68.959	14.326	25.427	134.81	4.5770	15.315	0.0036974
-86.000	3.0738	0.55176	6.7180	7.5251	40.497	2789.0	0.00035855	0.98713	1.0016	5.6399	20.495	45.818	579.53	-0.052381	364.21	0.062408	27.811	0.035956	11.374	12.825	68.815	14.350	25.500	134.91	4.5485	15.356	0.0037100
-85.500	3.1419	0.56321	6.8483	7.6734	41.193	2785.4	0.00035901	1.0099	1.0247	5.7613	20.469	45.861	578.05	-0.052079	361.85	0.062217	28.383	0.035232	11.376	12.830	68.671	14.375	25.573	135.01	4.5203	15.397	0.0037226
-85.000	3.2112	0.57484	6.9801	7.8233	41.894	2781.8	0.00035948	1.0326	1.0478	5.8826	20.444	45.905	576.58	-0.051772	359.51	0.062026	28.963	0.034526	11.379	12.834	68.528	14.399	25.647	135.11	4.4924	15.438	0.0037353
-84.500	3.2816	0.58666	7.1132	7.9749	42.600	2778.2	0.00035995	1.0554	1.0709	6.0036	20.418	45.950	575.10	-0.051462	357.19	0.061835	29.553	0.033838	11.381	12.839	68.385	14.424	25.722	135.20	4.4647	15.480	0.0037480
-84.000	3.3531	0.59866	7.2477	8.1282	43.312	2774.6	0.00036042	1.0782	1.0941	6.1244	20.392	45.996	573.62	-0.051147	354.88	0.061645	30.151	0.033166	11.384	12.844	68.244	14.449	25.798	135.30	4.4373	15.521	0.0037608
-83.500	3.4258	0.61084	7.3836	8.2832	44.030	2770.9	0.00036089	1.1010	1.1173	6.2450	20.367	46.042	572.14	-0.050829	352.60	0.061454	30.758	0.032512	11.386	12.849	68.102	14.474	25.875	135.39	4.4102	15.563	0.0037736
-83.000	3.4997	0.62322	7.5210	8.4400	44.753	2767.3	0.00036137	1.1239	1.1405	6.3653	20.342	46.089	570.65	-0.050507	350.33	0.061263	31.375	0.031873	11.389	12.853	67.962	14.499	25.953	135.49	4.3833	15.605	0.0037865
-82.500	3.5747	0.63578	7.6598	8.5985	45.482	2763.6	0.00036185	1.1467	1.1637	6.4854	20.316	46.137	569.16	-0.050181	348.07	0.061072	32.000	0.031250	11.391	12.858	67.822	14.524	26.031	135.58	4.3566	15.647	0.0037994
-82.000	3.6509	0.64854	7.8000	8.7587	46.217	2759.9	0.00036233	1.1696	1.1869	6.6054	20.291	46.185	567.68	-0.049852	345.84	0.060882	32.635	0.030642	11.393	12.862	67.683	14.549	26.111	135.67	4.3302	15.689	0.0038124
-81.500	3.7284	0.66150	7.9417	8.9207	46.957	2756.3	0.00036281	1.1925	1.2102	6.7251	20.267	46.234	566.19	-0.049518	343.62	0.060691	33.279	0.030049	11.395	12.866	67.545	14.575	26.191	135.77	4.3041	15.731	0.0038254
-81.000	3.8070	0.67465	8.0848	9.0845	47.703	2752.6	0.00036330	1.2154	1.2335	6.8446	20.242	46.284	564.69	-0.049180	341.41	0.060500	33.933	0.029470	11.398	12.871	67.407	14.601	26.273	135.86	4.2782	15.774	0.0038385
-80.500	3.8868	0.68800	8.2294	9.2500	48.454	2748.9	0.00036378	1.2383	1.2569	6.9639	20.217	46.335	563.20	-0.048838	339.23	0.060310	34.596	0.028905	11.400	12.875	67.269	14.627	26.355	135.94	4.2525	15.816	0.0038517
-80.000	3.9679	0.70156	8.3754	9.4173	49.211	2745.2	0.00036427	1.2613	1.2802	7.0830	20.193	46.387	561.70	-0.048491	337.06	0.060119	35.270	0.028353	11.402	12.879	67.133	14.653	26.438	136.03	4.2271	15.859	0.0038649
-79.500	4.0503	0.71532	8.5229	9.5865	49.974	2741.5	0.00036477	1.2842	1.3036	7.2019	20.169	46.439	560.20	-0.048141	334.90	0.059929	35.952	0.027815	11.404	12.883	66.997	14.679	26.522	136.12	4.2019	15.902	0.0038782
-79.000	4.1338	0.72928	8.6719	9.7574	50.743	2737.8	0.00036526	1.3072	1.3270	7.3206	20.145	46.493	558.70	-0.047786	332.76	0.059739	36.645	0.027289	11.406	12.887	66.861	14.705	26.608	136.20	4.1769	15.945	0.0038915
-78.500	4.2187	0.74346	8.8224	9.9302	51.517	2734.0	0.00036576	1.3302	1.3505	7.4392	20.121	46.547	557.20	-0.047427	330.64	0.059548	37.348	0.026775	11.408	12.891	66.727	14.732	26.694	136.29	4.1522	15.988	0.0039049
-78.000	4.3048	0.75784	8.9744	10.105	52.297	2730.3	0.00036626	1.3533	1.3740	7.5575	20.097	46.602	555.69	-0.047063	328.53	0.059358	38.061	0.026274	11.410	12.895	66.592	14.758	26.781	136.37	4.1277	16.031	0.0039184
-77.500	4.3923	0.77244	9.1279	10.281	53.082	2726.6	0.00036676	1.3763	1.3975	7.6756	20.073	46.657	554.18	-0.046695	326.44	0.059168	38.784	0.025784	11.412	12.898	66.459	14.785	26.869	136.45	4.1034	16.075	0.0039319
-77.000	4.4810	0.78726	9.2829	10.460	53.873	2722.8	0.00036727	1.3994	1.4210	7.7936	20.050	46.714	552.67	-0.046323	324.36	0.058978	39.517	0.025305	11.413	12.902	66.326	14.812	26.958	136.54	4.0793	16.118	0.0039455
-76.500	4.5710	0.80230	9.4395	10.640	54.671	2719.0	0.00036778	1.4225	1.4446	7.9114	20.026	46.771	551.16	-0.045946	322.29	0.058788	40.261	0.024838	11.415	12.906	66.193	14.839	27.048	136.62	4.0554	16.162	0.0039591
-76.000	4.6624	0.81755	9.5976	10.822	55.473	2715.3	0.00036829	1.4456	1.4682	8.0290	20.003	46.830	549.65	-0.045565	320.25	0.058599	41.015	0.024381	11.417	12.909	66.061	14.867	27.140	136.70	4.0318	16.206	0.0039729
-75.500	4.7551	0.83303	9.7572	11.006	56.282	2711.5	0.00036880	1.4688	1.4918	8.1464	19.980	46.889	548.13	-0.045178	318.21	0.058409	41.780	0.023935	11.418	12.913	65.930	14.894	27.232	136.77	4.0083	16.250	0.0039866
-75.000	4.8492	0.84874	9.9183	11.192	57.096	2707.7	0.00036932	1.4919	1.5155	8.2636	19.957	46.949	546.61	-0.044788	316.19	0.058219	42.556	0.023498	11.420	12.916	65.799	14.922	27.325	136.85	3.9851	16.295	0.0040005
-74.500	4.9446	0.86468	10.081	11.379	57.916	2703.9	0.00036984	1.5151	1.5392	8.3807	19.934	47.010	545.09	-0.044392	314.19	0.058030	43.342	0.023072	11.422	12.919	65.669	14.949	27.420	136.93	3.9621	16.339	0.0040144
-74.000	5.0414	0.88085	10.245	11.569	58.742	2700.1	0.00037036	1.5384	1.5629	8.4976	19.911	47.072	543.57	-0.043992	312.19	0.057840	44.140	0.022655	11.423	12.923	65.539	14.977	27.516	137.00	3.9392	16.384	0.0040284
-73.500	5.1395	0.89725	10.411	11.761	59.574	2696.3	0.00037088	1.5616	1.5866	8.6143	19.889	47.135	542.04	-0.043586	310.22	0.057651	44.948	0.022248	11.425	12.926	65.409	15.005	27.612	137.07	3.9166	16.429	0.0040425
-73.000	5.2391	0.91390	10.579	11.954	60.411	2692.4	0.00037141	1.5849	1.6104	8.7309	19.866	47.198	540.51	-0.043176	308.25	0.057462	45.768	0.021849	11.426	12.929	65.281	15.033	27.710	137.15	3.8942	16.474	0.0040566
-72.500	5.3401	0.93078	10.748	12.150	61.255	2688.6	0.00037194	1.6082	1.6342	8.8473	19.844	47.263	538.98	-0.042761	306.30	0.057273	46.599	0.021460	11.427	12.932	65.152	15.062	27.809	137.22	3.8719	16.519	0.0040708
-72.000	5.4425	0.94790	10.918	12.347	62.104	2684.8	0.00037247	1.6315	1.6581	8.9635	19.822	47.329	537.44	-0.042341	304.36	0.057084	47.441	0.021079	11.429	12.935	65.025	15.090	27.909	137.29	3.8499	16.564	0.0040851
-71.500	5.5463	0.96528	11.090	12.547	62.959	2680.9	0.00037301	1.6548	1.6820	9.0796	19.800	47.396	535.91	-0.041915	302.44	0.056895	48.295	0.020706	11.430	12.938	64.897	15.119	28.011	137.36	3.8280	16.610	0.0040994
-71.000	5.6516	0.98290	11.264	12.748	63.820	2677.0	0.00037355	1.6782	1.7059	9.1956	19.778	47.463	534.37	-0.041485	300.53	0.056706	49.161	0.020342	11.431	12.940	64.770	15.147	28.113	137.43	3.8063	16.655	0.0041138
-70.500	5.7544	undefined	11.432	12.943	64.651	50.000	0.020000	11.432	12.943	64.651	15.173	28.209	137.50	3.7848	16.701	0.0041281	50.000	0.020000	11.432	12.943	64.651	15.173	28.209	137.50	3.7848	16.701	0.0041281
-70.000	5.7721	undefined	11.440	12.956	64.688	50.000	0.020000	11.440	12.956	64.688	15.133	28.123	137.74	3.7638	16.737	0.0041373	50.000	0.020000	11.440	12.956	64.688	15.133	28.123	137.74	3.7638	16.737	0.0041373
-69.500	5.7897	undefined	11.448	12.968	64.725	50.000	0.020000	11.448	12.968	64.725	15.094	28.039	137.98	3.7431	16.773	0.0041466	50.000	0.020000	11.448	12.968	64.725	15.094	28.039	137.98	3.7431	16.773	0.0041466
-69.000	5.8073	undefined	11.455	12.980	64.762	50.000	0.020000	11.455	12.980	64.762	15.056	27.957	138.22	3.7226	16.809	0.0041558	50.000	0.020000	11.455	12.980	64.762	15.056	27.957	138.22	3.7226	16.809	0.0041558
-68.500	5.8249	undefined	11.463	12.992	64.799	50.000	0.020000	11.463	12.992	64.799	15.019	27.877	138.46	3.7023	16.846	0.0041651	50.000	0.020000	11.463	12.992	64.799	15.019	27.877	138.46	3.7023	16.846	0.0041651
-68.000	5.8425	undefined	11.470	13.004	64.836	50.000	0.020000	11.470	13.004	64.836	14.983	27.799	138.70	3.6822	16.882	0.0041743	50.000	0.020000	11.470	13.004	64.836	14.983	27.799	138.70	3.6822	16.882	0.0041743
-67.500	5.8600	undefined	11.478	13.016	64.872	50.000	0.020000	11.478	13.016	64.872	14.947	27.723	138.93	3.6624	16.918	0.0041835	50.000	0.020000	11.478	13.016	64.872	14.947	27.723	138.93	3.6624	16.918	0.0041835
-67.000	5.8775	undefined	11.485	13.028	64.909	50.000	0.020000	11.485	13.028	64.909	14.913	27.648	139.17	3.6428	16.954	0.0041927	50.000	0.020000	11.485	13.028	64.909	14.913	27.648	139.17	3.6428	16.954	0.0041927
-66.500	5.8951	undefined	11.492	13.040	64.945	50.000	0.020000	11.492	13.040	64.945	14.879	27.575	139.40	3.6234	16.991	0.0042020	50.000	0.020000	11.492	13.040	64.945	14.879	27.575	139.40	3.6234	16.991	0.0042020
-66.000	5.9126	undefined	11.500	13.052	64.981	50.000	0.020000	11.500	13.052	64.981	14.846	27.504	139.63	3.6042	17.027	0.0042112	50.000	0.020000	11.500	13.052	64.981	14.846	27.504	139.63	3.6042	17.027	0.0042112
-65.500	5.9301	undefined	11.507	13.064	65.016	50.000	0.020000	11.507	13.064	65.016	14.814	27.434	139.86	3.5852	17.063	0.0042204	50.000	0.020000	11.507	13.064	65.016	14.814	27.434	139.86	3.5852	17.063	0.0042204
-65.000	5.9475	undefined	11.515	13.076	65.052	50.000	0.020000	11.515	13.076	65.052	14.783	27.365	140.09	3.5664	17.099	0.0042296	50.000	0.020000	11.515	13.076	65.052	14.783	27.365	140.09	3.5664	17.099	0.0042296
-64.500	5.9650	undefined	11.522	13.088	65.087	50.000	0.020000	11.522	13.088	65.087	14.752	27.299	140.32	3.5478	17.136	0.0042388	50.000	0.020000	11.522	13.088	65.087	14.752	27.299	140.32	3.5478	17.136	0.0042388
-64.000	5.9824	undefined	11.529	13.100	65.123	50.000	0.020000	11.529	13.100	65.123	14.723	27.233	140.55	3.5295	17.172	0.0042480	50.000	0.020000	11.529	13.100	65.123	14.723	27.233	140.55	3.5295	17.172	0.0042480
-63.500	5.9999	undefined	11.537	13.112	65.158	50.000	0.020000	11.537	13.112	65.158	14.693	27.169	140.78	3.5113	17.208	0.0042572	50.000	0.020000	11.537	13.112	65.158	14.693	27.169	140.78	3.5113	17.208	0.0042572
-63.000	6.0173	undefined	11.544	13.124	65.193	50.000	0.020000	11.544	13.124	65.193	14.665	27.106	141.01	3.4933	17.244	0.0042664	50.000	0.020000	11.544	13.124	65.193	14.665	27.106	141.01	3.4933	17.244	0.0042664
-62.500	6.0347	undefined	11.551	13.136	65.227	50.000	0.020000	11.551	13.136	65.227	14.637	27.045	141.23	3.4755	17.281	0.0042756	50.000	0.020000	11.551	13.136	65.227	14.637	27.045	141.23	3.4755	17.281	0.0042756
-62.000	6.0521	undefined	11.559	13.148	65.262	50.000	0.020000	11.559	13.148	65.262	14.610	26.985	141.46	3.4579	17.317	0.0042848	50.000	0.020000	11.559	13.148	65.262	14.610	26.985	141.46	3.4579	17.317	0.0042848
-61.500	6.0695	undefined	11.566	13.160	65.297	50.000	0.020000	11.566	13.160	65.297	14.583	26.926	141.68	3.4404	17.353	0.0042940	50.000	0.020000	11.566	13.160	65.297	14.583	26.926	141.68	3.4404	17.353	0.0042940
-61.000	6.0868	undefined	11.573	13.172	65.331	50.000	0.020000	11.573	13.172	65.331	14.557	26.868	141.91	3.4232	17.389	0.0043032	50.000	0.020000	11.573	13.172	65.331	14.557	26.868	141.91	3.4232	17.389	0.0043032
-60.500	6.1042	undefined	11.581	13.184	65.365	50.000	0.020000	11.581	13.184	65.365	14.532	26.811	142.13	3.4061	17.426	0.0043124	50.000	0.020000	11.581	13.184	65.365	14.532	26.811	142.13	3.4061	17.426	0.0043124
-60.000	6.1215	undefined	11.588	13.195	65.399	50.000	0.020000	11.588	13.195	65.399	14.507	26.756	142.35	3.3892	17.462	0.0043216	50.000	0.020000	11.588	13.195	65.399	14.507	26.756	142.35	3.3892	17.462	0.0043216
-59.500	6.1389	undefined	11.595	13.207	65.433	50.000	0.020000	11.595	13.207	65.433	14.482	26.701	142.57	3.3724	17.498	0.0043308	50.000	0.020000	11.595	13.207	65.433	14.482	26.701	142.57	3.3724	17.498	0.0043308
-59.000	6.1562	undefined	11.602	13.219	65.467	50.000	0.020000	11.602	13.219	65.467	14.458	26.648	142.79	3.3558	17.534	0.0043399	50.000	0.020000	11.602	13.219	65.467	14.458	26.648	142.79	3.3558	17.534	0.0043399
-58.500	6.1735	undefined	11.610	13.231	65.501	50.000	0.020000	11.610	13.231	65.501	14.435	26.595	143.01	3.3394	17.571	0.0043491	50.000	0.020000	11.610	13.231	65.501	14.435	26.595	143.01	3.3394	17.571	0.0043491
-58.000	6.1908	undefined	11.617	13.242	65.534	50.000	0.020000	11.617	13.242	65.534	14.412	26.544	143.23	3.3231	17.607	0.0043583	50.000	0.020000	11.617	13.242	65.534	14.412	26.544	143.23	3.3231	17.607	0.0043583
-57.500	6.2081	undefined	11.624	13.254	65.568	50.000	0.020000	11.624	13.254	65.568	14.390	26.493	143.45	3.3070	17.643	0.0043675	50.000	0.020000	11.624	13.254	65.568	14.390	26.493	143.45	3.3070	17.643	0.0043675
-57.000	6.2253	undefined	11.631	13.266	65.601	50.000	0.020000	11.631	13.266	65.601	14.368	26.443	143.67	3.2911	17.680	0.0043766	50.000	0.020000	11.631	13.266	65.601	14.368	26.443	143.67	3.2911	17.680	0.0043766
-56.500	6.2426	undefined	11.638	13.278	65.634	50.000	0.020000	11.638	13.278	65.634	14.346	26.395	143.89	3.2753	17.716	0.0043858	50.000	0.020000	11.638	13.278	65.634	14.346	26.395	143.89	3.2753	17.716	0.0043858
-56.000	6.2599	undefined	11.646	13.289	65.667	50.000	0.020000	11.646	13.289	65.667	14.325	26.347	144.10	3.2597	17.752	0.0043950	50.000	0.020000	11.646	13.289	65.667	14.325	26.347	144.10	3.2597	17.752	0.0043950
-55.500	6.2771	undefined	11.653	13.301	65.700	50.000	0.020000	11.653	13.301	65.700	14.304	26.300	144.32	3.2442	17.788	0.0044041	50.000	0.020000	11.653	13.301	65.700	14.304	26.300	144.32	3.2442	17.788	0.0044041
-55.000	6.2943	undefined	11.660	13.313	65.733	50.000	0.020000	11.660	13.313	65.733	14.284	26.254	144.53	3.2288	17.825	0.0044133	50.000	0.020000	11.660	13.313	65.733	14.284	26.254	144.53	3.2288	17.825	0.0044133
-54.500	6.3116	undefined	11.667	13.324	65.766	50.000	0.020000	11.667	13.324	65.766	14.264	26.208	144.75	3.2136	17.861	0.0044224	50.000	0.020000	11.667	13.324	65.766	14.264	26.208	144.75	3.2136	17.861	0.0044224
-54.000	6.3288	undefined	11.674	13.336	65.798	50.000	0.020000	11.674	13.336	65.798	14.245	26.164	144.96	3.1985	17.897	0.0044316	50.000	0.020000	11.674	13.336	65.798	14.245	26.164	144.96	3.1985	17.897	0.0044316
-53.500	6.3460	undefined	11.681	13.348	65.831	50.000	0.020000	11.681	13.348	65.831	14.226	26.120	145.17	3.1836	17.934	0.0044407	50.000	0.020000	11.681	13.348	65.831	14.226	26.120	145.17	3.1836	17.934	0.0044407
-53.000	6.3632	undefined	11.688	13.359	65.863	50.000	0.020000	11.688	13.359	65.863	14.207	26.077	145.39	3.1688	17.970	0.0044499	50.000	0.020000	11.688	13.359	65.863	14.207	26.077	145.39	3.1688	17.970	0.0044499
-52.500	6.3804	undefined	11.695	13.371	65.895	50.000	0.020000	11.695	13.371	65.895	14.188	26.034	145.60	3.1541	18.006	0.0044590	50.000	0.020000	11.695	13.371	65.895	14.188	26.034	145.60	3.1541	18.006	0.0044590
-52.000	6.3975	undefined	11.703	13.382	65.927	50.000	0.020000	11.703	13.382	65.927	14.170	25.993	145.81	3.1396	18.042	0.0044681	50.000	0.020000	11.703	13.382	65.927	14.170	25.993	145.81	3.1396	18.042	0.0044681
-51.500	6.4147	undefined	11.710	13.394	65.959	50.000	0.020000	11.710	13.394	65.959	14.152	25.952	146.02	3.1252	18.079	0.0044773	50.000	0.020000	11.710	13.394	65.959	14.152	25.952	146.02	3.1252	18.079	0.0044773
-51.000	6.4319	undefined	11.717	13.406	65.991	50.000	0.020000	11.717	13.406	65.991	14.135	25.911	146.23	3.1109	18.115	0.0044864	50.000	0.020000	11.717	13.406	65.991	14.135	25.911	146.23	3.1109	18.115	0.0044864
-50.500	6.4490	undefined	11.724	13.417	66.023	50.000	0.020000	11.724	13.417	66.023	14.118	25.872	146.44	3.0968	18.151	0.0044955	50.000	0.020000	11.724	13.417	66.023	14.118	25.872	146.44	3.0968	18.151	0.0044955
-50.000	6.4662	undefined	11.731	13.429	66.055	50.000	0.020000	11.731	13.429	66.055	14.101	25.832	146.65	3.0828	18.188	0.0045047	50.000	0.020000	11.731	13.429	66.055	14.101	25.832	146.65	3.0828	18.188	0.0045047
-49.500	6.4833	undefined	11.738	13.440	66.086	50.000	0.020000	11.738	13.440	66.086	14.085	25.794	146.85	3.0689	18.224	0.0045138	50.000	0.020000	11.738	13.440	66.086	14.085	25.794	146.85	3.0689	18.224	0.0045138
-49.000	6.5004	undefined	11.745	13.452	66.118	50.000	0.020000	11.745	13.452	66.118	14.068	25.756	147.06	3.0551	18.260	0.0045229	50.000	0.020000	11.745	13.452	66.118	14.068	25.756	147.06	3.0551	18.260	0.0045229
-48.500	6.5176	undefined	11.752	13.463	66.149	50.000	0.020000	11.752	13.463	66.149	14.052	25.719	147.27	3.0414	18.296	0.0045320	50.000	0.020000	11.752	13.463	66.149	14.052	25.719	147.27	3.0414	18.296	0.0045320
