# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-20.000	6.0710	undefined	12.196	14.189	69.744	40.000	0.025000	12.196	14.189	69.744	13.245	23.479	159.39	2.4239	20.235	0.0049821	40.000	0.025000	12.196	14.189	69.744	13.245	23.479	159.39	2.4239	20.235	0.0049821
-19.500	6.0843	undefined	12.203	14.200	69.770	40.000	0.025000	12.203	14.200	69.770	13.239	23.465	159.57	2.4150	20.271	0.0049910	40.000	0.025000	12.203	14.200	69.770	13.239	23.465	159.57	2.4150	20.271	0.0049910
-19.000	6.0976	undefined	12.210	14.211	69.797	40.000	0.025000	12.210	14.211	69.797	13.234	23.451	159.75	2.4061	20.307	0.0049999	40.000	0.025000	12.210	14.211	69.797	13.234	23.451	159.75	2.4061	20.307	0.0049999
-18.500	6.1108	undefined	12.216	14.222	69.823	40.000	0.025000	12.216	14.222	69.823	13.229	23.438	159.92	2.3973	20.343	0.0050088	40.000	0.025000	12.216	14.222	69.823	13.229	23.438	159.92	2.3973	20.343	0.0050088
-18.000	6.1241	undefined	12.223	14.233	69.848	40.000	0.025000	12.223	14.233	69.848	13.223	23.424	160.10	2.3886	20.379	0.0050177	40.000	0.025000	12.223	14.233	69.848	13.223	23.424	160.10	2.3886	20.379	0.0050177
-17.500	6.1374	undefined	12.230	14.244	69.874	40.000	0.025000	12.230	14.244	69.874	13.218	23.411	160.28	2.3799	20.415	0.0050266	40.000	0.025000	12.230	14.244	69.874	13.218	23.411	160.28	2.3799	20.415	0.0050266
-17.000	6.1507	undefined	12.236	14.255	69.900	40.000	0.025000	12.236	14.255	69.900	13.213	23.398	160.46	2.3713	20.451	0.0050354	40.000	0.025000	12.236	14.255	69.900	13.213	23.398	160.46	2.3713	20.451	0.0050354
-16.500	6.1639	undefined	12.243	14.266	69.926	40.000	0.025000	12.243	14.266	69.926	13.208	23.385	160.64	2.3627	20.487	0.0050443	40.000	0.025000	12.243	14.266	69.926	13.208	23.385	160.64	2.3627	20.487	0.0050443
-16.000	6.1772	undefined	12.249	14.277	69.952	40.000	0.025000	12.249	14.277	69.952	13.202	23.372	160.82	2.3542	20.523	0.0050532	40.000	0.025000	12.249	14.277	69.952	13.202	23.372	160.82	2.3542	20.523	0.0050532
-15.500	6.1905	undefined	12.256	14.288	69.977	40.000	0.025000	12.256	14.288	69.977	13.197	23.359	160.99	2.3457	20.559	0.0050621	40.000	0.025000	12.256	14.288	69.977	13.197	23.359	160.99	2.3457	20.559	0.0050621
-15.000	6.2037	undefined	12.263	14.299	70.003	40.000	0.025000	12.263	14.299	70.003	13.192	23.346	161.17	2.3373	20.596	0.0050710	40.000	0.025000	12.263	14.299	70.003	13.192	23.346	161.17	2.3373	20.596	0.0050710
-14.500	6.2170	undefined	12.269	14.310	70.028	40.000	0.025000	12.269	14.310	70.028	13.187	23.334	161.35	2.3289	20.632	0.0050798	40.000	0.025000	12.269	14.310	70.028	13.187	23.334	161.35	2.3289	20.632	0.0050798
-14.000	6.2303	undefined	12.276	14.321	70.054	40.000	0.025000	12.276	14.321	70.054	13.183	23.321	161.52	2.3206	20.668	0.0050887	40.000	0.025000	12.276	14.321	70.054	13.183	23.321	161.52	2.3206	20.668	0.0050887
-13.500	6.2435	undefined	12.282	14.332	70.079	40.000	0.025000	12.282	14.332	70.079	13.178	23.309	161.70	2.3124	20.704	0.0050976	40.000	0.025000	12.282	14.332	70.079	13.178	23.309	161.70	2.3124	20.704	0.0050976
-13.000	6.2568	undefined	12.289	14.343	70.105	40.000	0.025000	12.289	14.343	70.105	13.173	23.297	161.88	2.3042	20.740	0.0051064	40.000	0.025000	12.289	14.343	70.105	13.173	23.297	161.88	2.3042	20.740	0.0051064
-12.500	6.2700	undefined	12.296	14.354	70.130	40.000	0.025000	12.296	14.354	70.130	13.168	23.284	162.05	2.2960	20.776	0.0051153	40.000	0.025000	12.296	14.354	70.130	13.168	23.284	162.05	2.2960	20.776	0.0051153
-12.000	6.2833	undefined	12.302	14.364	70.155	40.000	0.025000	12.302	14.364	70.155	13.163	23.272	162.23	2.2879	20.812	0.0051242	40.000	0.025000	12.302	14.364	70.155	13.163	23.272	162.23	2.2879	20.812	0.0051242
-11.500	6.2965	undefined	12.309	14.375	70.180	40.000	0.025000	12.309	14.375	70.180	13.159	23.260	162.40	2.2798	20.848	0.0051330	40.000	0.025000	12.309	14.375	70.180	13.159	23.260	162.40	2.2798	20.848	0.0051330
-11.000	6.3098	undefined	12.315	14.386	70.205	40.000	0.025000	12.315	14.386	70.205	13.154	23.249	162.58	2.2718	20.884	0.0051419	40.000	0.025000	12.315	14.386	70.205	13.154	23.249	162.58	2.2718	20.884	0.0051419
-10.500	6.3230	undefined	12.322	14.397	70.230	40.000	0.025000	12.322	14.397	70.230	13.149	23.237	162.76	2.2639	20.920	0.0051507	40.000	0.025000	12.322	14.397	70.230	13.149	23.237	162.76	2.2639	20.920	0.0051507
-10.000	6.3363	undefined	12.328	14.408	70.255	40.000	0.025000	12.328	14.408	70.255	13.145	23.225	162.93	2.2559	20.956	0.0051595	40.000	0.025000	12.328	14.408	70.255	13.145	23.225	162.93	2.2559	20.956	0.0051595
-9.5000	6.3495	undefined	12.335	14.419	70.280	40.000	0.025000	12.335	14.419	70.280	13.140	23.214	163.10	2.2481	20.992	0.0051684	40.000	0.025000	12.335	14.419	70.280	13.140	23.214	163.10	2.2481	20.992	0.0051684
-9.0000	6.3627	undefined	12.342	14.430	70.305	40.000	0.025000	12.342	14.430	70.305	13.136	23.202	163.28	2.2403	21.028	0.0051772	40.000	0.025000	12.342	14.430	70.305	13.136	23.202	163.28	2.2403	21.028	0.0051772
-8.5000	6.3760	undefined	12.348	14.441	70.330	40.000	0.025000	12.348	14.441	70.330	13.132	23.191	163.45	2.2325	21.064	0.0051861	40.000	0.025000	12.348	14.441	70.330	13.132	23.191	163.45	2.2325	21.064	0.0051861
-8.0000	6.3892	undefined	12.355	14.452	70.355	40.000	0.025000	12.355	14.452	70.355	13.127	23.180	163.63	2.2248	21.100	0.0051949	40.000	0.025000	12.355	14.452	70.355	13.127	23.180	163.63	2.2248	21.100	0.0051949
-7.5000	6.4024	undefined	12.361	14.463	70.380	40.000	0.025000	12.361	14.463	70.380	13.123	23.169	163.80	2.2171	21.136	0.0052037	40.000	0.025000	12.361	14.463	70.380	13.123	23.169	163.80	2.2171	21.136	0.0052037
-7.0000	6.4157	undefined	12.368	14.474	70.404	40.000	0.025000	12.368	14.474	70.404	13.119	23.158	163.97	2.2095	21.172	0.0052125	40.000	0.025000	12.368	14.474	70.404	13.119	23.158	163.97	2.2095	21.172	0.0052125
-6.5000	6.4289	undefined	12.374	14.485	70.429	40.000	0.025000	12.374	14.485	70.429	13.114	23.147	164.15	2.2019	21.209	0.0052214	40.000	0.025000	12.374	14.485	70.429	13.114	23.147	164.15	2.2019	21.209	0.0052214
-6.0000	6.4421	undefined	12.381	14.495	70.454	40.000	0.025000	12.381	14.495	70.454	13.110	23.136	164.32	2.1943	21.245	0.0052302	40.000	0.025000	12.381	14.495	70.454	13.110	23.136	164.32	2.1943	21.245	0.0052302
-5.5000	6.4554	undefined	12.387	14.506	70.478	40.000	0.025000	12.387	14.506	70.478	13.106	23.125	164.49	2.1868	21.281	0.0052390	40.000	0.025000	12.387	14.506	70.478	13.106	23.125	164.49	2.1868	21.281	0.0052390
-5.0000	6.4686	undefined	12.394	14.517	70.503	40.000	0.025000	12.394	14.517	70.503	13.102	23.114	164.67	2.1794	21.317	0.0052478	40.000	0.025000	12.394	14.517	70.503	13.102	23.114	164.67	2.1794	21.317	0.0052478
-4.5000	6.4818	undefined	12.401	14.528	70.527	40.000	0.025000	12.401	14.528	70.527	13.098	23.104	164.84	2.1720	21.353	0.0052566	40.000	0.025000	12.401	14.528	70.527	13.098	23.104	164.84	2.1720	21.353	0.0052566
-4.0000	6.4950	undefined	12.407	14.539	70.551	40.000	0.025000	12.407	14.539	70.551	13.094	23.093	165.01	2.1646	21.389	0.0052654	40.000	0.025000	12.407	14.539	70.551	13.094	23.093	165.01	2.1646	21.389	0.0052654
-3.5000	6.5082	undefined	12.414	14.550	70.576	40.000	0.025000	12.414	14.550	70.576	13.090	23.083	165.18	2.1573	21.425	0.0052742	40.000	0.025000	12.414	14.550	70.576	13.090	23.083	165.18	2.1573	21.425	0.0052742
-3.0000	6.5215	undefined	12.420	14.561	70.600	40.000	0.025000	12.420	14.561	70.600	13.086	23.073	165.35	2.1500	21.461	0.0052830	40.000	0.025000	12.420	14.561	70.600	13.086	23.073	165.35	2.1500	21.461	0.0052830
-2.5000	6.5347	undefined	12.427	14.572	70.624	40.000	0.025000	12.427	14.572	70.624	13.082	23.062	165.53	2.1428	21.497	0.0052918	40.000	0.025000	12.427	14.572	70.624	13.082	23.062	165.53	2.1428	21.497	0.0052918
-2.0000	6.5479	undefined	12.433	14.583	70.648	40.000	0.025000	12.433	14.583	70.648	13.078	23.052	165.70	2.1356	21.533	0.0053006	40.000	0.025000	12.433	14.583	70.648	13.078	23.052	165.70	2.1356	21.533	0.0053006
-1.5000	6.5611	undefined	12.440	14.593	70.672	40.000	0.025000	12.440	14.593	70.672	13.074	23.042	165.87	2.1284	21.569	0.0053094	40.000	0.025000	12.440	14.593	70.672	13.074	23.042	165.87	2.1284	21.569	0.0053094
-1.0000	6.5743	undefined	12.446	14.604	70.696	40.000	0.025000	12.446	14.604	70.696	13.070	23.032	166.04	2.1213	21.605	0.0053181	40.000	0.025000	12.446	14.604	70.696	13.070	23.032	166.04	2.1213	21.605	0.0053181
-0.50000	6.5875	undefined	12.453	14.615	70.720	40.000	0.025000	12.453	14.615	70.720	13.066	23.022	166.21	2.1143	21.641	0.0053269	40.000	0.025000	12.453	14.615	70.720	13.066	23.022	166.21	2.1143	21.641	0.0053269
0.0000	6.6007	undefined	12.459	14.626	70.744	40.000	0.025000	12.459	14.626	70.744	13.063	23.012	166.38	2.1072	21.677	0.0053357	40.000	0.025000	12.459	14.626	70.744	13.063	23.012	166.38	2.1072	21.677	0.0053357
0.50000	6.6139	undefined	12.466	14.637	70.768	40.000	0.025000	12.466	14.637	70.768	13.059	23.002	166.55	2.1002	21.713	0.0053445	40.000	0.025000	12.466	14.637	70.768	13.059	23.002	166.55	2.1002	21.713	0.0053445
1.0000	6.6271	undefined	12.472	14.648	70.792	40.000	0.025000	12.472	14.648	70.792	13.055	22.993	166.72	2.0933	21.749	0.0053532	40.000	0.025000	12.472	14.648	70.792	13.055	22.993	166.72	2.0933	21.749	0.0053532
1.5000	6.6403	undefined	12.479	14.659	70.816	40.000	0.025000	12.479	14.659	70.816	13.052	22.983	166.89	2.0864	21.785	0.0053620	40.000	0.025000	12.479	14.659	70.816	13.052	22.983	166.89	2.0864	21.785	0.0053620
2.0000	6.6535	undefined	12.486	14.669	70.839	40.000	0.025000	12.486	14.669	70.839	13.048	22.974	167.06	2.0795	21.821	0.0053708	40.000	0.025000	12.486	14.669	70.839	13.048	22.974	167.06	2.0795	21.821	0.0053708
2.5000	6.6667	undefined	12.492	14.680	70.863	40.000	0.025000	12.492	14.680	70.863	13.044	22.964	167.23	2.0727	21.857	0.0053795	40.000	0.025000	12.492	14.680	70.863	13.044	22.964	167.23	2.0727	21.857	0.0053795
3.0000	6.6799	undefined	12.499	14.691	70.887	40.000	0.025000	12.499	14.691	70.887	13.041	22.955	167.40	2.0659	21.893	0.0053883	40.000	0.025000	12.499	14.691	70.887	13.041	22.955	167.40	2.0659	21.893	0.0053883
3.5000	6.6931	undefined	12.505	14.702	70.910	40.000	0.025000	12.505	14.702	70.910	13.037	22.946	167.57	2.0591	21.929	0.0053970	40.000	0.025000	12.505	14.702	70.910	13.037	22.946	167.57	2.0591	21.929	0.0053970
4.0000	6.7063	undefined	12.512	14.713	70.934	40.000	0.025000	12.512	14.713	70.934	13.034	22.936	167.74	2.0524	21.965	0.0054058	40.000	0.025000	12.512	14.713	70.934	13.034	22.936	167.74	2.0524	21.965	0.0054058
4.5000	6.7195	undefined	12.518	14.724	70.957	40.000	0.025000	12.518	14.724	70.957	13.030	22.927	167.91	2.0457	22.001	0.0054145	40.000	0.025000	12.518	14.724	70.957	13.030	22.927	167.91	2.0457	22.001	0.0054145
5.0000	6.7327	undefined	12.525	14.735	70.981	40.000	0.025000	12.525	14.735	70.981	13.027	22.918	168.07	2.0391	22.037	0.0054232	40.000	0.025000	12.525	14.735	70.981	13.027	22.918	168.07	2.0391	22.037	0.0054232
5.5000	6.7459	undefined	12.531	14.745	71.004	40.000	0.025000	12.531	14.745	71.004	13.024	22.909	168.24	2.0325	22.072	0.0054320	40.000	0.025000	12.531	14.745	71.004	13.024	22.909	168.24	2.0325	22.072	0.0054320
6.0000	6.7591	undefined	12.538	14.756	71.028	40.000	0.025000	12.538	14.756	71.028	13.020	22.900	168.41	2.0259	22.108	0.0054407	40.000	0.025000	12.538	14.756	71.028	13.020	22.900	168.41	2.0259	22.108	0.0054407
6.5000	6.7722	undefined	12.544	14.767	71.051	40.000	0.025000	12.544	14.767	71.051	13.017	22.891	168.58	2.0194	22.144	0.0054494	40.000	0.025000	12.544	14.767	71.051	13.017	22.891	168.58	2.0194	22.144	0.0054494
7.0000	6.7854	undefined	12.551	14.778	71.074	40.000	0.025000	12.551	14.778	71.074	13.014	22.882	168.74	2.0129	22.180	0.0054582	40.000	0.025000	12.551	14.778	71.074	13.014	22.882	168.74	2.0129	22.180	0.0054582
7.5000	6.7986	undefined	12.557	14.789	71.097	40.000	0.025000	12.557	14.789	71.097	13.010	22.874	168.91	2.0064	22.216	0.0054669	40.000	0.025000	12.557	14.789	71.097	13.010	22.874	168.91	2.0064	22.216	0.0054669
8.0000	6.8118	undefined	12.564	14.800	71.120	40.000	0.025000	12.564	14.800	71.120	13.007	22.865	169.08	2.0000	22.252	0.0054756	40.000	0.025000	12.564	14.800	71.120	13.007	22.865	169.08	2.0000	22.252	0.0054756
8.5000	6.8250	undefined	12.570	14.810	71.144	40.000	0.025000	12.570	14.810	71.144	13.004	22.856	169.25	1.9936	22.288	0.0054843	40.000	0.025000	12.570	14.810	71.144	13.004	22.856	169.25	1.9936	22.288	0.0054843
9.0000	6.8382	undefined	12.577	14.821	71.167	40.000	0.025000	12.577	14.821	71.167	13.001	22.848	169.41	1.9872	22.324	0.0054930	40.000	0.025000	12.577	14.821	71.167	13.001	22.848	169.41	1.9872	22.324	0.0054930
9.5000	6.8513	undefined	12.583	14.832	71.190	40.000	0.025000	12.583	14.832	71.190	12.997	22.839	169.58	1.9809	22.360	0.0055017	40.000	0.025000	12.583	14.832	71.190	12.997	22.839	169.58	1.9809	22.360	0.0055017
10.000	6.8645	undefined	12.590	14.843	71.213	40.000	0.025000	12.590	14.843	71.213	12.994	22.831	169.75	1.9746	22.396	0.0055104	40.000	0.025000	12.590	14.843	71.213	12.994	22.831	169.75	1.9746	22.396	0.0055104
10.500	6.8777	undefined	12.596	14.854	71.236	40.000	0.025000	12.596	14.854	71.236	12.991	22.822	169.91	1.9684	22.432	0.0055191	40.000	0.025000	12.596	14.854	71.236	12.991	22.822	169.91	1.9684	22.432	0.0055191
11.000	6.8909	undefined	12.603	14.864	71.258	40.000	0.025000	12.603	14.864	71.258	12.988	22.814	170.08	1.9622	22.468	0.0055278	40.000	0.025000	12.603	14.864	71.258	12.988	22.814	170.08	1.9622	22.468	0.0055278
11.500	6.9040	undefined	12.609	14.875	71.281	40.000	0.025000	12.609	14.875	71.281	12.985	22.806	170.24	1.9560	22.504	0.0055365	40.000	0.025000	12.609	14.875	71.281	12.985	22.806	170.24	1.9560	22.504	0.0055365
