# Temperature (C)	Pressure (bar)	Quality (l+v)	Internal Energy (l+v, kJ/mol)	Enthalpy (l+v, kJ/mol)	Entropy (l+v, J/mol*K)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
-75.500	4.5721	undefined	11.432	12.933	66.328	40.000	0.025000	11.432	12.933	66.328	14.749	26.849	137.14	4.0079	16.231	0.0039760	40.000	0.025000	11.432	12.933	66.328	14.749	26.849	137.14	4.0079	16.231	0.0039760
-75.000	4.5859	undefined	11.439	12.944	66.365	40.000	0.025000	11.439	12.944	66.365	14.716	26.781	137.37	3.9846	16.267	0.0039853	40.000	0.025000	11.439	12.944	66.365	14.716	26.781	137.37	3.9846	16.267	0.0039853
-74.500	4.5998	undefined	11.447	12.956	66.402	40.000	0.025000	11.447	12.956	66.402	14.684	26.714	137.60	3.9616	16.303	0.0039945	40.000	0.025000	11.447	12.956	66.402	14.684	26.714	137.60	3.9616	16.303	0.0039945
-74.000	4.6136	undefined	11.454	12.968	66.439	40.000	0.025000	11.454	12.968	66.439	14.653	26.649	137.84	3.9389	16.339	0.0040037	40.000	0.025000	11.454	12.968	66.439	14.653	26.649	137.84	3.9389	16.339	0.0040037
-73.500	4.6275	undefined	11.461	12.980	66.475	40.000	0.025000	11.461	12.980	66.475	14.622	26.585	138.07	3.9165	16.375	0.0040129	40.000	0.025000	11.461	12.980	66.475	14.622	26.585	138.07	3.9165	16.375	0.0040129
-73.000	4.6413	undefined	11.469	12.992	66.512	40.000	0.025000	11.469	12.992	66.512	14.592	26.523	138.29	3.8943	16.411	0.0040221	40.000	0.025000	11.469	12.992	66.512	14.592	26.523	138.29	3.8943	16.411	0.0040221
-72.500	4.6551	undefined	11.476	13.004	66.548	40.000	0.025000	11.476	13.004	66.548	14.563	26.462	138.52	3.8724	16.447	0.0040313	40.000	0.025000	11.476	13.004	66.548	14.563	26.462	138.52	3.8724	16.447	0.0040313
-72.000	4.6689	undefined	11.483	13.016	66.585	40.000	0.025000	11.483	13.016	66.585	14.535	26.402	138.75	3.8507	16.483	0.0040405	40.000	0.025000	11.483	13.016	66.585	14.535	26.402	138.75	3.8507	16.483	0.0040405
-71.500	4.6827	undefined	11.490	13.027	66.621	40.000	0.025000	11.490	13.027	66.621	14.507	26.343	138.98	3.8293	16.519	0.0040497	40.000	0.025000	11.490	13.027	66.621	14.507	26.343	138.98	3.8293	16.519	0.0040497
-71.000	4.6965	undefined	11.498	13.039	66.656	40.000	0.025000	11.498	13.039	66.656	14.480	26.286	139.20	3.8081	16.554	0.0040589	40.000	0.025000	11.498	13.039	66.656	14.480	26.286	139.20	3.8081	16.554	0.0040589
-70.500	4.7103	undefined	11.505	13.051	66.692	40.000	0.025000	11.505	13.051	66.692	14.454	26.230	139.43	3.7872	16.590	0.0040681	40.000	0.025000	11.505	13.051	66.692	14.454	26.230	139.43	3.7872	16.590	0.0040681
-70.000	4.7241	undefined	11.512	13.063	66.728	40.000	0.025000	11.512	13.063	66.728	14.428	26.176	139.65	3.7665	16.626	0.0040773	40.000	0.025000	11.512	13.063	66.728	14.428	26.176	139.65	3.7665	16.626	0.0040773
-69.500	4.7378	undefined	11.519	13.074	66.763	40.000	0.025000	11.519	13.074	66.763	14.403	26.122	139.87	3.7461	16.662	0.0040865	40.000	0.025000	11.519	13.074	66.763	14.403	26.122	139.87	3.7461	16.662	0.0040865
-69.000	4.7516	undefined	11.526	13.086	66.798	40.000	0.025000	11.526	13.086	66.798	14.378	26.070	140.09	3.7259	16.698	0.0040957	40.000	0.025000	11.526	13.086	66.798	14.378	26.070	140.09	3.7259	16.698	0.0040957
-68.500	4.7653	undefined	11.534	13.098	66.834	40.000	0.025000	11.534	13.098	66.834	14.354	26.018	140.32	3.7059	16.734	0.0041049	40.000	0.025000	11.534	13.098	66.834	14.354	26.018	140.32	3.7059	16.734	0.0041049
-68.000	4.7790	undefined	11.541	13.109	66.869	40.000	0.025000	11.541	13.109	66.869	14.331	25.968	140.54	3.6861	16.770	0.0041140	40.000	0.025000	11.541	13.109	66.869	14.331	25.968	140.54	3.6861	16.770	0.0041140
-67.500	4.7928	undefined	11.548	13.121	66.903	40.000	0.025000	11.548	13.121	66.903	14.308	25.918	140.76	3.6665	16.806	0.0041232	40.000	0.025000	11.548	13.121	66.903	14.308	25.918	140.76	3.6665	16.806	0.0041232
-67.000	4.8065	undefined	11.555	13.133	66.938	40.000	0.025000	11.555	13.133	66.938	14.285	25.870	140.98	3.6472	16.842	0.0041324	40.000	0.025000	11.555	13.133	66.938	14.285	25.870	140.98	3.6472	16.842	0.0041324
-66.500	4.8202	undefined	11.562	13.144	66.973	40.000	0.025000	11.562	13.144	66.973	14.263	25.822	141.19	3.6280	16.878	0.0041416	40.000	0.025000	11.562	13.144	66.973	14.263	25.822	141.19	3.6280	16.878	0.0041416
-66.000	4.8339	undefined	11.569	13.156	67.007	40.000	0.025000	11.569	13.156	67.007	14.241	25.776	141.41	3.6091	16.914	0.0041507	40.000	0.025000	11.569	13.156	67.007	14.241	25.776	141.41	3.6091	16.914	0.0041507
-65.500	4.8476	undefined	11.576	13.168	67.042	40.000	0.025000	11.576	13.168	67.042	14.220	25.730	141.63	3.5903	16.950	0.0041599	40.000	0.025000	11.576	13.168	67.042	14.220	25.730	141.63	3.5903	16.950	0.0041599
-65.000	4.8612	undefined	11.584	13.179	67.076	40.000	0.025000	11.584	13.179	67.076	14.199	25.685	141.84	3.5718	16.986	0.0041691	40.000	0.025000	11.584	13.179	67.076	14.199	25.685	141.84	3.5718	16.986	0.0041691
-64.500	4.8749	undefined	11.591	13.191	67.110	40.000	0.025000	11.591	13.191	67.110	14.179	25.641	142.06	3.5535	17.022	0.0041782	40.000	0.025000	11.591	13.191	67.110	14.179	25.641	142.06	3.5535	17.022	0.0041782
-64.000	4.8886	undefined	11.598	13.202	67.144	40.000	0.025000	11.598	13.202	67.144	14.159	25.598	142.27	3.5353	17.058	0.0041874	40.000	0.025000	11.598	13.202	67.144	14.159	25.598	142.27	3.5353	17.058	0.0041874
-63.500	4.9022	undefined	11.605	13.214	67.177	40.000	0.025000	11.605	13.214	67.177	14.140	25.556	142.49	3.5173	17.094	0.0041965	40.000	0.025000	11.605	13.214	67.177	14.140	25.556	142.49	3.5173	17.094	0.0041965
-63.000	4.9159	undefined	11.612	13.225	67.211	40.000	0.025000	11.612	13.225	67.211	14.121	25.514	142.70	3.4995	17.130	0.0042057	40.000	0.025000	11.612	13.225	67.211	14.121	25.514	142.70	3.4995	17.130	0.0042057
-62.500	4.9295	undefined	11.619	13.237	67.245	40.000	0.025000	11.619	13.237	67.245	14.102	25.473	142.92	3.4819	17.166	0.0042148	40.000	0.025000	11.619	13.237	67.245	14.102	25.473	142.92	3.4819	17.166	0.0042148
-62.000	4.9431	undefined	11.626	13.248	67.278	40.000	0.025000	11.626	13.248	67.278	14.084	25.433	143.13	3.4645	17.202	0.0042240	40.000	0.025000	11.626	13.248	67.278	14.084	25.433	143.13	3.4645	17.202	0.0042240
-61.500	4.9568	undefined	11.633	13.260	67.311	40.000	0.025000	11.633	13.260	67.311	14.066	25.394	143.34	3.4472	17.238	0.0042331	40.000	0.025000	11.633	13.260	67.311	14.066	25.394	143.34	3.4472	17.238	0.0042331
-61.000	4.9704	undefined	11.640	13.272	67.345	40.000	0.025000	11.640	13.272	67.345	14.048	25.355	143.55	3.4301	17.274	0.0042422	40.000	0.025000	11.640	13.272	67.345	14.048	25.355	143.55	3.4301	17.274	0.0042422
-60.500	4.9840	undefined	11.647	13.283	67.378	40.000	0.025000	11.647	13.283	67.378	14.031	25.317	143.76	3.4132	17.310	0.0042514	40.000	0.025000	11.647	13.283	67.378	14.031	25.317	143.76	3.4132	17.310	0.0042514
-60.000	4.9976	undefined	11.654	13.294	67.411	40.000	0.025000	11.654	13.294	67.411	14.014	25.279	143.97	3.3964	17.346	0.0042605	40.000	0.025000	11.654	13.294	67.411	14.014	25.279	143.97	3.3964	17.346	0.0042605
-59.500	5.0112	undefined	11.661	13.306	67.443	40.000	0.025000	11.661	13.306	67.443	13.997	25.242	144.18	3.3798	17.382	0.0042696	40.000	0.025000	11.661	13.306	67.443	13.997	25.242	144.18	3.3798	17.382	0.0042696
-59.000	5.0248	undefined	11.668	13.317	67.476	40.000	0.025000	11.668	13.317	67.476	13.981	25.206	144.39	3.3634	17.419	0.0042788	40.000	0.025000	11.668	13.317	67.476	13.981	25.206	144.39	3.3634	17.419	0.0042788
-58.500	5.0384	undefined	11.675	13.329	67.509	40.000	0.025000	11.675	13.329	67.509	13.965	25.170	144.60	3.3471	17.455	0.0042879	40.000	0.025000	11.675	13.329	67.509	13.965	25.170	144.60	3.3471	17.455	0.0042879
-58.000	5.0520	undefined	11.682	13.340	67.541	40.000	0.025000	11.682	13.340	67.541	13.949	25.135	144.80	3.3310	17.491	0.0042970	40.000	0.025000	11.682	13.340	67.541	13.949	25.135	144.80	3.3310	17.491	0.0042970
-57.500	5.0655	undefined	11.689	13.352	67.573	40.000	0.025000	11.689	13.352	67.573	13.934	25.101	145.01	3.3150	17.527	0.0043061	40.000	0.025000	11.689	13.352	67.573	13.934	25.101	145.01	3.3150	17.527	0.0043061
-57.000	5.0791	undefined	11.696	13.363	67.606	40.000	0.025000	11.696	13.363	67.606	13.919	25.067	145.22	3.2991	17.563	0.0043152	40.000	0.025000	11.696	13.363	67.606	13.919	25.067	145.22	3.2991	17.563	0.0043152
-56.500	5.0927	undefined	11.703	13.375	67.638	40.000	0.025000	11.703	13.375	67.638	13.904	25.034	145.42	3.2835	17.599	0.0043243	40.000	0.025000	11.703	13.375	67.638	13.904	25.034	145.42	3.2835	17.599	0.0043243
-56.000	5.1062	undefined	11.710	13.386	67.670	40.000	0.025000	11.710	13.386	67.670	13.889	25.001	145.63	3.2679	17.635	0.0043335	40.000	0.025000	11.710	13.386	67.670	13.889	25.001	145.63	3.2679	17.635	0.0043335
-55.500	5.1198	undefined	11.717	13.397	67.702	40.000	0.025000	11.717	13.397	67.702	13.875	24.968	145.83	3.2525	17.671	0.0043426	40.000	0.025000	11.717	13.397	67.702	13.875	24.968	145.83	3.2525	17.671	0.0043426
-55.000	5.1333	undefined	11.724	13.409	67.734	40.000	0.025000	11.724	13.409	67.734	13.861	24.936	146.04	3.2373	17.707	0.0043517	40.000	0.025000	11.724	13.409	67.734	13.861	24.936	146.04	3.2373	17.707	0.0043517
-54.500	5.1469	undefined	11.731	13.420	67.765	40.000	0.025000	11.731	13.420	67.765	13.847	24.905	146.24	3.2221	17.743	0.0043608	40.000	0.025000	11.731	13.420	67.765	13.847	24.905	146.24	3.2221	17.743	0.0043608
-54.000	5.1604	undefined	11.738	13.431	67.797	40.000	0.025000	11.738	13.431	67.797	13.833	24.874	146.45	3.2072	17.779	0.0043699	40.000	0.025000	11.738	13.431	67.797	13.833	24.874	146.45	3.2072	17.779	0.0043699
-53.500	5.1739	undefined	11.745	13.443	67.828	40.000	0.025000	11.745	13.443	67.828	13.820	24.844	146.65	3.1923	17.815	0.0043790	40.000	0.025000	11.745	13.443	67.828	13.820	24.844	146.65	3.1923	17.815	0.0043790
-53.000	5.1874	undefined	11.751	13.454	67.860	40.000	0.025000	11.751	13.454	67.860	13.806	24.814	146.85	3.1776	17.851	0.0043880	40.000	0.025000	11.751	13.454	67.860	13.806	24.814	146.85	3.1776	17.851	0.0043880
-52.500	5.2010	undefined	11.758	13.465	67.891	40.000	0.025000	11.758	13.465	67.891	13.793	24.784	147.05	3.1630	17.887	0.0043971	40.000	0.025000	11.758	13.465	67.891	13.793	24.784	147.05	3.1630	17.887	0.0043971
-52.000	5.2145	undefined	11.765	13.477	67.922	40.000	0.025000	11.765	13.477	67.922	13.781	24.755	147.26	3.1485	17.924	0.0044062	40.000	0.025000	11.765	13.477	67.922	13.781	24.755	147.26	3.1485	17.924	0.0044062
-51.500	5.2280	undefined	11.772	13.488	67.953	40.000	0.025000	11.772	13.488	67.953	13.768	24.726	147.46	3.1342	17.960	0.0044153	40.000	0.025000	11.772	13.488	67.953	13.768	24.726	147.46	3.1342	17.960	0.0044153
-51.000	5.2415	undefined	11.779	13.499	67.984	40.000	0.025000	11.779	13.499	67.984	13.756	24.698	147.66	3.1200	17.996	0.0044244	40.000	0.025000	11.779	13.499	67.984	13.756	24.698	147.66	3.1200	17.996	0.0044244
-50.500	5.2550	undefined	11.786	13.511	68.015	40.000	0.025000	11.786	13.511	68.015	13.743	24.670	147.86	3.1059	18.032	0.0044335	40.000	0.025000	11.786	13.511	68.015	13.743	24.670	147.86	3.1059	18.032	0.0044335
-50.000	5.2685	undefined	11.793	13.522	68.046	40.000	0.025000	11.793	13.522	68.046	13.731	24.642	148.06	3.0919	18.068	0.0044425	40.000	0.025000	11.793	13.522	68.046	13.731	24.642	148.06	3.0919	18.068	0.0044425
-49.500	5.2819	undefined	11.800	13.533	68.077	40.000	0.025000	11.800	13.533	68.077	13.720	24.615	148.26	3.0781	18.104	0.0044516	40.000	0.025000	11.800	13.533	68.077	13.720	24.615	148.26	3.0781	18.104	0.0044516
-49.000	5.2954	undefined	11.806	13.545	68.108	40.000	0.025000	11.806	13.545	68.108	13.708	24.588	148.46	3.0643	18.140	0.0044607	40.000	0.025000	11.806	13.545	68.108	13.708	24.588	148.46	3.0643	18.140	0.0044607
-48.500	5.3089	undefined	11.813	13.556	68.138	40.000	0.025000	11.813	13.556	68.138	13.697	24.562	148.66	3.0507	18.176	0.0044698	40.000	0.025000	11.813	13.556	68.138	13.697	24.562	148.66	3.0507	18.176	0.0044698
-48.000	5.3224	undefined	11.820	13.567	68.169	40.000	0.025000	11.820	13.567	68.169	13.685	24.536	148.85	3.0372	18.212	0.0044788	40.000	0.025000	11.820	13.567	68.169	13.685	24.536	148.85	3.0372	18.212	0.0044788
-47.500	5.3359	undefined	11.827	13.578	68.199	40.000	0.025000	11.827	13.578	68.199	13.674	24.510	149.05	3.0238	18.248	0.0044879	40.000	0.025000	11.827	13.578	68.199	13.674	24.510	149.05	3.0238	18.248	0.0044879
-47.000	5.3493	undefined	11.834	13.590	68.229	40.000	0.025000	11.834	13.590	68.229	13.663	24.485	149.25	3.0105	18.284	0.0044969	40.000	0.025000	11.834	13.590	68.229	13.663	24.485	149.25	3.0105	18.284	0.0044969
-46.500	5.3628	undefined	11.841	13.601	68.259	40.000	0.025000	11.841	13.601	68.259	13.653	24.460	149.45	2.9973	18.321	0.0045060	40.000	0.025000	11.841	13.601	68.259	13.653	24.460	149.45	2.9973	18.321	0.0045060
-46.000	5.3762	undefined	11.847	13.612	68.289	40.000	0.025000	11.847	13.612	68.289	13.642	24.435	149.64	2.9843	18.357	0.0045151	40.000	0.025000	11.847	13.612	68.289	13.642	24.435	149.64	2.9843	18.357	0.0045151
-45.500	5.3897	undefined	11.854	13.623	68.319	40.000	0.025000	11.854	13.623	68.319	13.631	24.411	149.84	2.9713	18.393	0.0045241	40.000	0.025000	11.854	13.623	68.319	13.631	24.411	149.84	2.9713	18.393	0.0045241
-45.000	5.4031	undefined	11.861	13.635	68.349	40.000	0.025000	11.861	13.635	68.349	13.621	24.387	150.03	2.9585	18.429	0.0045332	40.000	0.025000	11.861	13.635	68.349	13.621	24.387	150.03	2.9585	18.429	0.0045332
-44.500	5.4166	undefined	11.868	13.646	68.379	40.000	0.025000	11.868	13.646	68.379	13.611	24.363	150.23	2.9457	18.465	0.0045422	40.000	0.025000	11.868	13.646	68.379	13.611	24.363	150.23	2.9457	18.465	0.0045422
-44.000	5.4300	undefined	11.875	13.657	68.409	40.000	0.025000	11.875	13.657	68.409	13.601	24.340	150.42	2.9330	18.501	0.0045512	40.000	0.025000	11.875	13.657	68.409	13.601	24.340	150.42	2.9330	18.501	0.0045512
-43.500	5.4434	undefined	11.882	13.668	68.438	40.000	0.025000	11.882	13.668	68.438	13.591	24.316	150.62	2.9205	18.537	0.0045603	40.000	0.025000	11.882	13.668	68.438	13.591	24.316	150.62	2.9205	18.537	0.0045603
-43.000	5.4569	undefined	11.888	13.679	68.468	40.000	0.025000	11.888	13.679	68.468	13.581	24.294	150.81	2.9080	18.573	0.0045693	40.000	0.025000	11.888	13.679	68.468	13.581	24.294	150.81	2.9080	18.573	0.0045693
-42.500	5.4703	undefined	11.895	13.691	68.497	40.000	0.025000	11.895	13.691	68.497	13.572	24.271	151.01	2.8957	18.609	0.0045784	40.000	0.025000	11.895	13.691	68.497	13.572	24.271	151.01	2.8957	18.609	0.0045784
-42.000	5.4837	undefined	11.902	13.702	68.527	40.000	0.025000	11.902	13.702	68.527	13.562	24.249	151.20	2.8834	18.646	0.0045874	40.000	0.025000	11.902	13.702	68.527	13.562	24.249	151.20	2.8834	18.646	0.0045874
-41.500	5.4971	undefined	11.909	13.713	68.556	40.000	0.025000	11.909	13.713	68.556	13.553	24.227	151.39	2.8713	18.682	0.0045964	40.000	0.025000	11.909	13.713	68.556	13.553	24.227	151.39	2.8713	18.682	0.0045964
-41.000	5.5105	undefined	11.915	13.724	68.585	40.000	0.025000	11.915	13.724	68.585	13.544	24.205	151.59	2.8592	18.718	0.0046054	40.000	0.025000	11.915	13.724	68.585	13.544	24.205	151.59	2.8592	18.718	0.0046054
-40.500	5.5240	undefined	11.922	13.735	68.614	40.000	0.025000	11.922	13.735	68.614	13.535	24.183	151.78	2.8472	18.754	0.0046145	40.000	0.025000	11.922	13.735	68.614	13.535	24.183	151.78	2.8472	18.754	0.0046145
-40.000	5.5374	undefined	11.929	13.747	68.643	40.000	0.025000	11.929	13.747	68.643	13.526	24.162	151.97	2.8353	18.790	0.0046235	40.000	0.025000	11.929	13.747	68.643	13.526	24.162	151.97	2.8353	18.790	0.0046235
-39.500	5.5508	undefined	11.936	13.758	68.672	40.000	0.025000	11.936	13.758	68.672	13.517	24.141	152.16	2.8235	18.826	0.0046325	40.000	0.025000	11.936	13.758	68.672	13.517	24.141	152.16	2.8235	18.826	0.0046325
-39.000	5.5642	undefined	11.942	13.769	68.701	40.000	0.025000	11.942	13.769	68.701	13.508	24.120	152.35	2.8118	18.862	0.0046415	40.000	0.025000	11.942	13.769	68.701	13.508	24.120	152.35	2.8118	18.862	0.0046415
-38.500	5.5776	undefined	11.949	13.780	68.730	40.000	0.025000	11.949	13.780	68.730	13.500	24.100	152.54	2.8002	18.898	0.0046505	40.000	0.025000	11.949	13.780	68.730	13.500	24.100	152.54	2.8002	18.898	0.0046505
-38.000	5.5910	undefined	11.956	13.791	68.759	40.000	0.025000	11.956	13.791	68.759	13.491	24.080	152.73	2.7887	18.935	0.0046596	40.000	0.025000	11.956	13.791	68.759	13.491	24.080	152.73	2.7887	18.935	0.0046596
-37.500	5.6043	undefined	11.963	13.802	68.788	40.000	0.025000	11.963	13.802	68.788	13.483	24.060	152.92	2.7772	18.971	0.0046686	40.000	0.025000	11.963	13.802	68.788	13.483	24.060	152.92	2.7772	18.971	0.0046686
-37.000	5.6177	undefined	11.969	13.813	68.816	40.000	0.025000	11.969	13.813	68.816	13.474	24.040	153.11	2.7659	19.007	0.0046776	40.000	0.025000	11.969	13.813	68.816	13.474	24.040	153.11	2.7659	19.007	0.0046776
-36.500	5.6311	undefined	11.976	13.825	68.845	40.000	0.025000	11.976	13.825	68.845	13.466	24.020	153.30	2.7546	19.043	0.0046866	40.000	0.025000	11.976	13.825	68.845	13.466	24.020	153.30	2.7546	19.043	0.0046866
-36.000	5.6445	undefined	11.983	13.836	68.873	40.000	0.025000	11.983	13.836	68.873	13.458	24.001	153.49	2.7434	19.079	0.0046956	40.000	0.025000	11.983	13.836	68.873	13.458	24.001	153.49	2.7434	19.079	0.0046956
-35.500	5.6579	undefined	11.990	13.847	68.901	40.000	0.025000	11.990	13.847	68.901	13.450	23.982	153.68	2.7323	19.115	0.0047046	40.000	0.025000	11.990	13.847	68.901	13.450	23.982	153.68	2.7323	19.115	0.0047046
-35.000	5.6712	undefined	11.996	13.858	68.930	40.000	0.025000	11.996	13.858	68.930	13.442	23.963	153.87	2.7212	19.151	0.0047136	40.000	0.025000	11.996	13.858	68.930	13.442	23.963	153.87	2.7212	19.151	0.0047136
-34.500	5.6846	undefined	12.003	13.869	68.958	40.000	0.025000	12.003	13.869	68.958	13.435	23.944	154.06	2.7103	19.187	0.0047226	40.000	0.025000	12.003	13.869	68.958	13.435	23.944	154.06	2.7103	19.187	0.0047226
-34.000	5.6980	undefined	12.010	13.880	68.986	40.000	0.025000	12.010	13.880	68.986	13.427	23.926	154.25	2.6994	19.223	0.0047315	40.000	0.025000	12.010	13.880	68.986	13.427	23.926	154.25	2.6994	19.223	0.0047315
-33.500	5.7113	undefined	12.017	13.891	69.014	40.000	0.025000	12.017	13.891	69.014	13.419	23.907	154.43	2.6886	19.260	0.0047405	40.000	0.025000	12.017	13.891	69.014	13.419	23.907	154.43	2.6886	19.260	0.0047405
-33.000	5.7247	undefined	12.023	13.902	69.042	40.000	0.025000	12.023	13.902	69.042	13.412	23.889	154.62	2.6779	19.296	0.0047495	40.000	0.025000	12.023	13.902	69.042	13.412	23.889	154.62	2.6779	19.296	0.0047495
-32.500	5.7380	undefined	12.030	13.913	69.070	40.000	0.025000	12.030	13.913	69.070	13.404	23.871	154.81	2.6673	19.332	0.0047585	40.000	0.025000	12.030	13.913	69.070	13.404	23.871	154.81	2.6673	19.332	0.0047585
-32.000	5.7514	undefined	12.037	13.924	69.098	40.000	0.025000	12.037	13.924	69.098	13.397	23.853	154.99	2.6567	19.368	0.0047675	40.000	0.025000	12.037	13.924	69.098	13.397	23.853	154.99	2.6567	19.368	0.0047675
-31.500	5.7647	undefined	12.043	13.936	69.125	40.000	0.025000	12.043	13.936	69.125	13.390	23.836	155.18	2.6462	19.404	0.0047764	40.000	0.025000	12.043	13.936	69.125	13.390	23.836	155.18	2.6462	19.404	0.0047764
-31.000	5.7781	undefined	12.050	13.947	69.153	40.000	0.025000	12.050	13.947	69.153	13.383	23.819	155.37	2.6358	19.440	0.0047854	40.000	0.025000	12.050	13.947	69.153	13.383	23.819	155.37	2.6358	19.440	0.0047854
-30.500	5.7914	undefined	12.057	13.958	69.181	40.000	0.025000	12.057	13.958	69.181	13.376	23.801	155.55	2.6255	19.476	0.0047944	40.000	0.025000	12.057	13.958	69.181	13.376	23.801	155.55	2.6255	19.476	0.0047944
-30.000	5.8048	undefined	12.063	13.969	69.208	40.000	0.025000	12.063	13.969	69.208	13.369	23.784	155.74	2.6152	19.512	0.0048033	40.000	0.025000	12.063	13.969	69.208	13.369	23.784	155.74	2.6152	19.512	0.0048033
-29.500	5.8181	undefined	12.070	13.980	69.236	40.000	0.025000	12.070	13.980	69.236	13.362	23.768	155.92	2.6050	19.549	0.0048123	40.000	0.025000	12.070	13.980	69.236	13.362	23.768	155.92	2.6050	19.549	0.0048123
-29.000	5.8314	undefined	12.077	13.991	69.263	40.000	0.025000	12.077	13.991	69.263	13.355	23.751	156.11	2.5949	19.585	0.0048213	40.000	0.025000	12.077	13.991	69.263	13.355	23.751	156.11	2.5949	19.585	0.0048213
-28.500	5.8448	undefined	12.083	14.002	69.290	40.000	0.025000	12.083	14.002	69.290	13.348	23.735	156.29	2.5848	19.621	0.0048302	40.000	0.025000	12.083	14.002	69.290	13.348	23.735	156.29	2.5848	19.621	0.0048302
-28.000	5.8581	undefined	12.090	14.013	69.318	40.000	0.025000	12.090	14.013	69.318	13.342	23.718	156.48	2.5748	19.657	0.0048392	40.000	0.025000	12.090	14.013	69.318	13.342	23.718	156.48	2.5748	19.657	0.0048392
-27.500	5.8714	undefined	12.097	14.024	69.345	40.000	0.025000	12.097	14.024	69.345	13.335	23.702	156.66	2.5649	19.693	0.0048481	40.000	0.025000	12.097	14.024	69.345	13.335	23.702	156.66	2.5649	19.693	0.0048481
-27.000	5.8848	undefined	12.103	14.035	69.372	40.000	0.025000	12.103	14.035	69.372	13.329	23.686	156.84	2.5551	19.729	0.0048571	40.000	0.025000	12.103	14.035	69.372	13.329	23.686	156.84	2.5551	19.729	0.0048571
-26.500	5.8981	undefined	12.110	14.046	69.399	40.000	0.025000	12.110	14.046	69.399	13.322	23.670	157.03	2.5453	19.765	0.0048660	40.000	0.025000	12.110	14.046	69.399	13.322	23.670	157.03	2.5453	19.765	0.0048660
-26.000	5.9114	undefined	12.117	14.057	69.426	40.000	0.025000	12.117	14.057	69.426	13.316	23.655	157.21	2.5356	19.801	0.0048750	40.000	0.025000	12.117	14.057	69.426	13.316	23.655	157.21	2.5356	19.801	0.0048750
-25.500	5.9247	undefined	12.123	14.068	69.453	40.000	0.025000	12.123	14.068	69.453	13.310	23.639	157.39	2.5259	19.837	0.0048839	40.000	0.025000	12.123	14.068	69.453	13.310	23.639	157.39	2.5259	19.837	0.0048839
-25.000	5.9380	undefined	12.130	14.079	69.480	40.000	0.025000	12.130	14.079	69.480	13.303	23.624	157.58	2.5163	19.874	0.0048929	40.000	0.025000	12.130	14.079	69.480	13.303	23.624	157.58	2.5163	19.874	0.0048929
-24.500	5.9513	undefined	12.137	14.090	69.506	40.000	0.025000	12.137	14.090	69.506	13.297	23.609	157.76	2.5068	19.910	0.0049018	40.000	0.025000	12.137	14.090	69.506	13.297	23.609	157.76	2.5068	19.910	0.0049018
-24.000	5.9646	undefined	12.143	14.101	69.533	40.000	0.025000	12.143	14.101	69.533	13.291	23.594	157.94	2.4974	19.946	0.0049107	40.000	0.025000	12.143	14.101	69.533	13.291	23.594	157.94	2.4974	19.946	0.0049107
-23.500	5.9779	undefined	12.150	14.112	69.560	40.000	0.025000	12.150	14.112	69.560	13.285	23.579	158.12	2.4880	19.982	0.0049196	40.000	0.025000	12.150	14.112	69.560	13.285	23.579	158.12	2.4880	19.982	0.0049196
-23.000	5.9912	undefined	12.157	14.123	69.586	40.000	0.025000	12.157	14.123	69.586	13.279	23.564	158.30	2.4786	20.018	0.0049286	40.000	0.025000	12.157	14.123	69.586	13.279	23.564	158.30	2.4786	20.018	0.0049286
-22.500	6.0045	undefined	12.163	14.134	69.613	40.000	0.025000	12.163	14.134	69.613	13.273	23.549	158.48	2.4694	20.054	0.0049375	40.000	0.025000	12.163	14.134	69.613	13.273	23.549	158.48	2.4694	20.054	0.0049375
-22.000	6.0178	undefined	12.170	14.145	69.639	40.000	0.025000	12.170	14.145	69.639	13.268	23.535	158.67	2.4602	20.090	0.0049464	40.000	0.025000	12.170	14.145	69.639	13.268	23.535	158.67	2.4602	20.090	0.0049464
-21.500	6.0311	undefined	12.177	14.156	69.666	40.000	0.025000	12.177	14.156	69.666	13.262	23.521	158.85	2.4510	20.126	0.0049553	40.000	0.025000	12.177	14.156	69.666	13.262	23.521	158.85	2.4510	20.126	0.0049553
-21.000	6.0444	undefined	12.183	14.167	69.692	40.000	0.025000	12.183	14.167	69.692	13.256	23.506	159.03	2.4419	20.162	0.0049642	40.000	0.025000	12.183	14.167	69.692	13.256	23.506	159.03	2.4419	20.162	0.0049642
-20.500	6.0577	undefined	12.190	14.178	69.718	40.000	0.025000	12.190	14.178	69.718	13.251	23.492	159.21	2.4329	20.199	0.0049732	40.000	0.025000	12.190	14.178	69.718	13.251	23.492	159.21	2.4329	20.199	0.0049732
